type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,WIPRO,Stock Futures,26-May-2026,-,0,198.4,196.64,0.9,75798,92316,-16518,36407,216661.6977,216661.6977,199.51,FUTSTKWIPRO26-05-2026XX0,FUTSTK,-17.89
SR,TRENT,Stock Futures,26-May-2026,-,0,4176.7,4106.5,1.71,52855,62585,-9730,32585,134481.5535,134481.5535,4172.9,FUTSTKTRENT26-05-2026XX0,FUTSTK,-15.55
SR,COALINDIA,Stock Futures,26-May-2026,-,0,459,458,0.22,36547,45495,-8948,19295,120368.96325,120368.96325,457.25,FUTSTKCOALINDIA26-05-2026XX0,FUTSTK,-19.67
SR,TMPV,Stock Futures,26-May-2026,-,0,362.65,361.1,0.43,58932,67002,-8070,31018,89952.2,89952.2,363.2,FUTSTKTMPV26-05-2026XX0,FUTSTK,-12.04
SR,SUZLON,Stock Futures,26-May-2026,-,0,52.85,52.7,0.28,23035,29393,-6358,14420,69377.90055,69377.90055,52.8,FUTSTKSUZLON26-05-2026XX0,FUTSTK,-21.63
SR,ULTRACEMCO,Stock Futures,26-May-2026,-,0,11508,11423,0.74,35397,41479,-6082,14675,84220.92562,84220.92562,11505,FUTSTKULTRACEMCO26-05-2026XX0,FUTSTK,-14.66
SR,DRREDDY,Stock Futures,26-May-2026,-,0,1324.6,1322.3,0.17,26710,32287,-5577,16667,138194.4305,138194.4305,1320,FUTSTKDRREDDY26-05-2026XX0,FUTSTK,-17.27
SR,AMBUJACEM,Stock Futures,26-May-2026,-,0,436,430.6,1.25,53725,59182,-5457,20424,93363.82272,93363.82272,437.2,FUTSTKAMBUJACEM26-05-2026XX0,FUTSTK,-9.22
SR,JSWENERGY,Stock Futures,26-May-2026,-,0,548.15,536.85,2.1,17835,22676,-4841,11380,62320.294,62320.294,547.05,FUTSTKJSWENERGY26-05-2026XX0,FUTSTK,-21.35
SR,POWERGRID,Stock Futures,26-May-2026,-,0,300.25,299.85,0.13,24758,29206,-4448,13726,78684.15774,78684.15774,299.1,FUTSTKPOWERGRID26-05-2026XX0,FUTSTK,-15.23
SR,ASHOKLEY,Stock Futures,26-May-2026,-,0,154.7,154.34,0.23,27025,31410,-4385,14071,109352.7765,109352.7765,154.4,FUTSTKASHOKLEY26-05-2026XX0,FUTSTK,-13.96
SR,PFC,Stock Futures,26-May-2026,-,0,432.6,430.75,0.43,33196,37219,-4023,13466,76222.00378,76222.00378,430.6,FUTSTKPFC26-05-2026XX0,FUTSTK,-10.81
SR,UNIONBANK,Stock Futures,26-May-2026,-,0,160.55,159.61,0.59,24057,27828,-3771,10509,74817.59069,74817.59069,160.6,FUTSTKUNIONBANK26-05-2026XX0,FUTSTK,-13.55
SR,HINDALCO,Stock Futures,26-May-2026,-,0,1105.9,1088.9,1.56,31949,35639,-3690,15906,122602.01646,122602.01646,1100,FUTSTKHINDALCO26-05-2026XX0,FUTSTK,-10.35
SR,ADANIPORTS,Stock Futures,26-May-2026,-,0,1791,1776.4,0.82,39388,43039,-3651,14185,120811.44632,120811.44632,1790,FUTSTKADANIPORTS26-05-2026XX0,FUTSTK,-8.48
SR,TATAELXSI,Stock Futures,26-May-2026,-,0,4211.1,4186.3,0.59,16496,19813,-3317,11490,48418.86,48418.86,4218,FUTSTKTATAELXSI26-05-2026XX0,FUTSTK,-16.74
SR,NIFTY,Index Options,26-May-2026,Call,26100,0.8,0.75,6.67,3642,6947,-3305,21447,13.10411,13.10411,23654.7,OPTIDXNIFTY26-05-2026CE26100,OPTIDX,-47.57
SR,KAYNES,Stock Futures,26-May-2026,-,0,3127,2970.7,5.26,42802,46049,-3247,9428,29085.8514,29085.8514,3190,FUTSTKKAYNES26-05-2026XX0,FUTSTK,-7.05
SR,FORCEMOT,Stock Futures,26-May-2026,-,0,19326,19114,1.11,5863,9069,-3206,5386,26260.7895,26260.7895,19306,FUTSTKFORCEMOT26-05-2026XX0,FUTSTK,-35.35
SR,BAJAJ-AUTO,Stock Futures,26-May-2026,-,0,10592.5,10432.5,1.53,28109,31256,-3147,13479,107174.62917,107174.62917,10650,FUTSTKBAJAJ-AUTO26-05-2026XX0,FUTSTK,-10.07
SR,GAIL,Stock Futures,26-May-2026,-,0,155.23,154.63,0.39,18356,21483,-3127,9914,48636.20034,48636.20034,155.8,FUTSTKGAIL26-05-2026XX0,FUTSTK,-14.56
SR,PAGEIND,Stock Futures,26-May-2026,-,0,38490,38295,0.51,16328,19362,-3034,15966,92226.71288,92226.71288,38320,FUTSTKPAGEIND26-05-2026XX0,FUTSTK,-15.67
SR,ASTRAL,Stock Futures,26-May-2026,-,0,1485.3,1448.8,2.52,16295,19318,-3023,10894,68504.2772,68504.2772,1481.8,FUTSTKASTRAL26-05-2026XX0,FUTSTK,-15.65
SR,AMBER,Stock Futures,26-May-2026,-,0,7529,7082,6.31,21257,24235,-2978,16582,123574.70188,123574.70188,7500,FUTSTKAMBER26-05-2026XX0,FUTSTK,-12.29
SR,DLF,Stock Futures,26-May-2026,-,0,586.1,582.9,0.55,38471,41374,-2903,13096,63366.633,63366.633,588.25,FUTSTKDLF26-05-2026XX0,FUTSTK,-7.02
