symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,219.51,-3.96,-1.77,200994166,170754172,5316647321600
RGTI,"Rigetti Computing, Inc.",22.04,5.16,30.57,143132809,28666135,7326070272
QBTS,D-Wave Quantum Inc.,25.74,6.44,33.37,114599943,26830888,9535258624
PLUG,"Plug Power, Inc.",3.78,0.47,14.2,110534572,81949383,5273360896
AAL,"American Airlines Group, Inc.",13.59,0.64,4.94,107938832,66627077,8988224512
INTC,Intel Corporation,118.5,-0.46,-0.39,101773804,117849004,595581009920
NIO,NIO Inc.,5.6,0.01,0.18,96107045,39991835,14031735808
TE,T1 Energy Inc.,8.72,0.02,0.23,79147711,19468550,2435246592
INFQ,"Infleqtion, Inc.",14.7,3.52,31.48,74788178,6628724,3207494400
F,Ford Motor Company,13.67,0.45,3.4,66174419,56152841,54470750208
ACHR,Archer Aviation Inc.,6.12,0.34,5.88,62111640,32495409,4668732928
NU,Nu Holdings Ltd.,13.16,0.37,2.89,62164595,53848541,63980511232
NOK,Nokia Corporation Sponsored,14.18,0.56,4.11,60298116,85014232,79160336384
IONQ,"IonQ, Inc.",58.89,6.42,12.24,62176560,28548530,21981868032
ONDS,Ondas Inc,9.18,-0.18,-1.92,55479224,73681253,4551101440
WMT,Walmart Inc.,121.34,-9.51,-7.27,52788301,18565216,967199948800
QUBT,Quantum Computing Inc.,11.41,1.85,19.35,54891021,15968850,2573354240
POET,POET Technologies Inc.,14.82,0.04,0.27,50492632,33543356,2265883136
IREN,IREN LIMITED,58.06,5.35,10.15,49575218,39904764,20749406208
STLA,Stellantis N.V.,7.56,0.03,0.4,46399142,20050738,21905158144
SOFI,"SoFi Technologies, Inc.",15.65,-0.04,-0.25,47705269,66362543,20074899456
APLD,Applied Digital Corporation,48.02,8.5,21.51,42816282,21050583,13722653696
TSLA,"Tesla, Inc.",417.85,0.59,0.14,42321926,62374508,1569329250304
RDW,Redwire Corporation,15.35,0.58,3.93,41668794,25193374,3053402368
MU,"Micron Technology, Inc.",762.1,30.11,4.11,42072334,45554740,859446050816
