symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
BOSCHLTD,37476,24375,13101,53.75,137271,110581.83004,115518551171,118455.02925,7873.19921,35115
PIIND,57158,38783,18375,47.38,143230,108833.24721,60463607340,115572.40562,6739.1584,2750
JUBLFOOD,62210,45269,16941,37.42,144488,213489.424,60069567500,222383.099,8893.675,434
VBL,77809,56705,21104,37.22,78400,183986.74536,28315316835,187880.09496,3893.3496,519
360ONE,18464,13467,4997,37.11,18452,53161.7275,5133384280,53780.5703,618.8428,1112
NYKAA,30310,22133,8177,36.94,25571,86656.60312,13768625250,88864.0275,2207.42437,275
GRASIM,113954,83215,30739,36.94,345231,488995.4431,222082948962,512934.43272,23938.98962,3162
PAGEIND,35364,26048,9316,35.76,104443,164606.21929,44355016858,170901.73788,6295.51858,38320
MANAPPURAM,39123,29136,9987,34.28,31815,159418.4787,15031881090,161154.1896,1735.7109,323
ALKEM,20441,15426,5015,32.51,28888,89781.5698,11185074117,90724.68597,943.11617,5515
ICICIGI,27481,20882,6599,31.6,18682,65328.46658,4475782181,65602.56339,274.09681,1801
HDFCAMC,42734,32640,10094,30.93,37860,135826.06746,17899820457,137621.47203,1795.40457,2728
MFSL,39564,30980,8584,27.71,21380,99883.44676,4027107472,100137.96148,254.51472,1634
MAXHEALTH,44687,35471,9216,25.98,87025,102030.41436,40644350381,107310.02567,5279.61131,1093
CHOLAFIN,51280,40764,10516,25.8,36823,213032.801,13957249943,214955.55043,1922.74943,1504
APOLLOHOSP,49411,39507,9904,25.07,261031,188764.74943,254460556880,216780.50573,28015.7563,8330
NAUKRI,66100,53181,12919,24.29,43312,102506.37229,5274831228,103219.34707,712.97478,921
SWIGGY,64960,52317,12643,24.17,39397,89813.40552,4297548242,90338.42794,525.02242,250
GLENMARK,50388,40766,9622,23.6,33317,172659.0048,13044270225,174147.30705,1488.30225,2385
JSWSTEEL,114646,92994,21652,23.28,73115,422616.84788,21424617328,424751.42616,2134.57828,1280
TORNTPHARM,42747,35065,7682,21.91,39199,130400.81171,9088002900,131449.65321,1048.8415,4475
PHOENIXLTD,20409,16781,3628,21.62,19553,40085.08591,8302569712,40839.29304,754.20712,1794
