symbol,shortName,price,changePct,volume
INTU,Intuit Inc.,307.07,-20.02,22289955
SATS,EchoStar Corporation,128.44,-9.42,8857142
NN,NextNav Inc.,21.38,-7.79,1782830
VAL,Valaris Limited,101.48,-7.4,695785
WMT,Walmart Inc.,121.34,-7.27,52788301
RIG,Transocean Ltd (Switzerland),6.82,-7.08,27516133
NBTX,Nanobiotix S.A.,40.18,-6.9,111800
RKLB,Rocket Lab Corporation,125.45,-6.58,30600530
BEKE,KE Holdings Inc,16.89,-6.53,7955014
PBF,PBF Energy Inc.,39.07,-6.42,2421525
PRM,"Perimeter Solutions, SA",31.4,-6.27,842351
SOLS,Solstice Advanced Materials Inc,79.38,-6.04,2830219
ATRO,Astronics Corporation,79.89,-6.0,702985
VSAT,"ViaSat, Inc.",70.76,-5.99,2771915
MTDR,Matador Resources Company,56.09,-5.76,4472013
