type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,NIFTY,Index Options,26-May-2026,Call,25000,2.2,1.95,12.82,204104,134408,69696,659233,1006.9784,1006.9784,23654.7,OPTIDXNIFTY26-05-2026CE25000,OPTIDX,51.85
RR,ICICIBANK,Stock Futures,30-Jun-2026,-,0,1253.8,1247.8,0.48,121602,77190,44412,50067,439393.49937,439393.49937,1244.4,FUTSTKICICIBANK30-06-2026XX0,FUTSTK,57.54
RR,NIFTY,Index Options,26-May-2026,Call,24800,3.3,3.1,6.45,76921,42658,34263,458921,981.40255,981.40255,23654.7,OPTIDXNIFTY26-05-2026CE24800,OPTIDX,80.32
RR,NIFTY,Index Options,26-May-2026,Call,25200,1.6,1.45,10.34,54568,27914,26654,198051,229.145,229.145,23654.7,OPTIDXNIFTY26-05-2026CE25200,OPTIDX,95.49
RR,GRASIM,Stock Futures,30-Jun-2026,-,0,3187.9,2997.7,6.34,38117,15353,22764,30233,237114.3957,237114.3957,3162,FUTSTKGRASIM30-06-2026XX0,FUTSTK,148.27
RR,TMPV,Stock Futures,30-Jun-2026,-,0,362.1,361,0.3,42202,19604,22598,31967,92456.23608,92456.23608,363.2,FUTSTKTMPV30-06-2026XX0,FUTSTK,115.27
RR,TRENT,Stock Futures,30-Jun-2026,-,0,4133.5,4087.4,1.13,33359,12799,20560,32547,132930.73569,132930.73569,4172.9,FUTSTKTRENT30-06-2026XX0,FUTSTK,160.64
RR,DIXON,Stock Futures,30-Jun-2026,-,0,11231,10949,2.58,31210,11731,19479,32048,177799.25944,177799.25944,11230,FUTSTKDIXON30-06-2026XX0,FUTSTK,166.05
RR,NIFTY,Index Options,26-May-2026,Call,24750,3.7,3.65,1.37,24734,5881,18853,124033,297.49315,297.49315,23654.7,OPTIDXNIFTY26-05-2026CE24750,OPTIDX,320.57
RR,HCLTECH,Stock Futures,30-Jun-2026,-,0,1164.9,1163,0.16,52658,34008,18650,37960,154594.5674,154594.5674,1168,FUTSTKHCLTECH30-06-2026XX0,FUTSTK,54.84
RR,NIFTY,Index Options,26-May-2026,Call,25500,1.25,1.1,13.64,105615,87763,17852,233812,191.49202,191.49202,23654.7,OPTIDXNIFTY26-05-2026CE25500,OPTIDX,20.34
RR,AMBUJACEM,Stock Futures,30-Jun-2026,-,0,436.75,431.4,1.24,26137,9925,16212,18055,82661.47732,82661.47732,437.2,FUTSTKAMBUJACEM30-06-2026XX0,FUTSTK,163.35
RR,NIFTY,Index Options,26-May-2026,Call,25100,1.85,1.55,19.35,47271,31731,15540,174898,213.72535,213.72535,23654.7,OPTIDXNIFTY26-05-2026CE25100,OPTIDX,48.97
RR,LT,Stock Futures,30-Jun-2026,-,0,3914.6,3903.2,0.29,28418,13681,14737,17106,117419.60391,117419.60391,3931,FUTSTKLT30-06-2026XX0,FUTSTK,107.72
RR,SUNPHARMA,Stock Futures,30-Jun-2026,-,0,1903,1896.4,0.35,33355,19712,13643,15848,105063.04816,105063.04816,1887,FUTSTKSUNPHARMA30-06-2026XX0,FUTSTK,69.21
RR,TVSMOTOR,Stock Futures,30-Jun-2026,-,0,3411.3,3389.4,0.65,19001,5552,13449,15182,90418.98194,90418.98194,3385,FUTSTKTVSMOTOR30-06-2026XX0,FUTSTK,242.24
RR,ULTRACEMCO,Stock Futures,30-Jun-2026,-,0,11587,11495,0.8,25846,13210,12636,14578,84128.39887,84128.39887,11505,FUTSTKULTRACEMCO30-06-2026XX0,FUTSTK,95.65
RR,ICICIBANK,Stock Futures,26-May-2026,-,0,1247.8,1240.3,0.6,172808,160244,12564,55601,484932.46165,484932.46165,1244.4,FUTSTKICICIBANK26-05-2026XX0,FUTSTK,7.84
RR,VBL,Stock Futures,30-Jun-2026,-,0,525.65,517.35,1.6,17151,4692,12459,15794,93315.29535,93315.29535,519.5,FUTSTKVBL30-06-2026XX0,FUTSTK,265.54
RR,BEL,Stock Futures,30-Jun-2026,-,0,423.05,416.65,1.54,34215,22066,12149,17629,106642.53675,106642.53675,420.1,FUTSTKBEL30-06-2026XX0,FUTSTK,55.06
RR,ADANIPORTS,Stock Futures,30-Jun-2026,-,0,1797.9,1780.1,1,18393,6851,11542,13231,112932.73741,112932.73741,1790,FUTSTKADANIPORTS30-06-2026XX0,FUTSTK,168.47
RR,MARUTI,Stock Futures,30-Jun-2026,-,0,13098,13079,0.15,27619,16176,11443,13488,88373.30856,88373.30856,12995,FUTSTKMARUTI30-06-2026XX0,FUTSTK,70.74
RR,DLF,Stock Futures,30-Jun-2026,-,0,591.15,586.75,0.75,19978,9267,10711,12415,60428.98826,60428.98826,588.25,FUTSTKDLF30-06-2026XX0,FUTSTK,115.58
RR,INDIGO,Stock Futures,30-Jun-2026,-,0,4424.7,4303.4,2.82,18010,7386,10624,14367,95645.86011,95645.86011,4400,FUTSTKINDIGO30-06-2026XX0,FUTSTK,143.84
RR,INDUSTOWER,Stock Futures,30-Jun-2026,-,0,435.7,431.55,0.96,27545,17133,10412,12756,94755.64992,94755.64992,432,FUTSTKINDUSTOWER30-06-2026XX0,FUTSTK,60.77
