symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
SBIN,SBINEQN,1018.4,-6.74,48065909,48065909,49865496632.96,1092,16-May-2025,,1234.7,755.5,-73.6,1090,1019.3,1095,1010.9,2026-05-08 16:00:28
BSE,BSEEQN,3905,-1.48,9146079,9146079,35864336661.12,3963.6,23-May-2025,,3994,2021.5,-58.6,3963.6,3907.4,3994,3832.3,2026-05-08 16:00:28
HDFCBANK,HDFCBANKEQN,781,-1.89,38016841,38016841,29715103430.83,796.05,19-Jun-2026,,1020.5,726.65,-15.05,784,780.85,788.75,777.2,2026-05-08 16:00:28
LENSKART,LENSKARTEQN,490.8,0.63,54291417,54291417,26265101716.26,487.75,,,557.65,356.1,3.05,487,489.25,498.7,473.4,2026-05-08 16:00:28
FSL,FSLEQN,272.4,15.83,85477453,85477453,22813932205.7,235.18,20-Feb-2026,,403.8,202,37.22,235.18,274.26,280.85,234.01,2026-05-08 16:00:28
TITAN,TITANEQN,4517,4.86,4777990,4777990,21401907267.3,4307.5,08-Jul-2025,,4605,3245.5,209.5,4314,4509,4605,4213.4,2026-05-08 16:00:28
CRAFTSMAN,CRAFTSMANEQN,8990,4.09,2259509,2259509,20976807059.11,8637,16-Jul-2026,,9738,4419.9,353,8657.5,8981.5,9738,8657.5,2026-05-08 16:00:28
BRITANNIA,BRITANNIAEQN,5516,-5.13,3173832,3173832,17624193881.04,5814,04-Aug-2025,,6336,5298,-298,5634,5520,5654,5503,2026-05-08 16:00:28
THERMAX,THERMAXEQN,4707,12.55,3661500,3661500,16922684085,4182.3,04-Jul-2025,,4759,2742.7,524.7,4370,4677.5,4759,4306,2026-05-08 16:00:28
ICICIBANK,ICICIBANKEQN,1267.8,-0.88,11137424,11137424,14099867409.76,1279,12-Aug-2025,,1500,1187.6,-11.2,1279.6,1264.8,1279.6,1261.2,2026-05-08 16:00:28
KISSHT,KISSHTEQN,209.02,10.01,64104155,64104155,13031733669.95,171,,,227.4,190,19.02,190,208.63,227.4,190,2026-05-08 16:00:28
COFORGE,COFORGEEQN,1365.2,6.22,9375709,9375709,12628517480.46,1285.3,30-Jan-2026,,1994,1008.1,79.9,1279.1,1368.1,1374,1275,2026-05-08 16:00:28
RELIANCE,RELIANCEEQN,1436,-0.01,8663105,8663105,12374119288.85,1436.2,14-Aug-2025,,1611.8,1290,-0.2,1426,1435.2,1442.8,1417.5,2026-05-08 16:00:28
MCX,MCXEQN,3098,1.82,3775007,3775007,11693423933.13,3042.6,02-Jan-2026,,3136,1120,55.4,3069,3097.8,3136,3022.4,2026-05-08 16:00:28
SCI,SCIEQN,339.1,6.1,33413486,33413486,11267027479.2,319.6,17-Feb-2026,,345,158.06,19.5,319.5,339.05,345,318.75,2026-05-08 16:00:28
MRPL,MRPLEQN,167.97,8.12,66142408,66142408,11032553654.4,155.35,11-Mar-2026,,212.31,120,12.62,157,167.94,169.9,156.9,2026-05-08 16:00:28
JAINREC,JAINRECEQN,565.3,12.12,19134565,19134565,10718417930.4,504.2,,,593.95,247.57,61.1,506.85,571.5,593.95,506,2026-05-08 16:00:28
HFCL,HFCLEQN,139.7,-4.47,71352732,71352732,10169904891.96,146.24,08-Sep-2025,,147.67,59.82,-6.54,146,141.15,146.95,137.8,2026-05-08 16:00:28
VEDL,VEDLEQN,297,-2.75,32681575,32681575,9825388708,305.4,30-Apr-2026,,795,268.7,-8.4,305.65,296.45,306.4,295.9,2026-05-08 16:00:28
NUVAMA,NUVAMAEQN,1631.1,10.62,5943190,5943190,9575667728,1474.5,26-Dec-2025,,1701.7,1096.9,156.6,1474.5,1631.5,1647.9,1462.3,2026-05-08 16:00:28
