symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DECNGOLD,EQ,191.6,27.85,  17.01,20,196.5,167.6,196.5,114.8,118.50752,221.0165248
E2E,EQ,374.9,-11.5,  -2.98,5,405.7,371,453.8,183.36,43.01429,168.17296961300002
HFCL,EQ,180.45,8.59,   5.00,5,180.45,180.45,208.98,59.82,77.8334,140.4503703
SUDEEPPHRM,EQ,819.4,69.9,   9.33,10,824.45,754.5,824.45,524.05,15.49848,124.07618133599999
AGARIND,EQ,580.25,96.7,  20.00,20,580.25,503.35,1019,360,21.02888,116.697666672
SCHNEIDER,EQ,1216.2,110.5,   9.99,10,1216.2,1100,1417.8,571.85,9.9027,116.66469897
THELEELA,EQ,459,29.2,   6.79,10,472.75,433,474.4,382.5,18.61102,86.50402096
MCLOUD,EQ,26.66,4.44,  19.98,20,26.66,22.5,105.42,19.4,194.00491,50.092067762
JAYBARMARU,EQ,159.12,14.46,  10.00,10,159.12,148,159.12,71.01,31.56863,48.906121596
QPOWER,BE,1282.1,61,   5.00,5,1282.1,1250,1441,478,2.67101,33.965631564
GVPIL,EQ,976,46.45,   5.00,5,976,950,976,270.9,3.47513,33.780348677999996
ABCOTS,EQ,243,32.82,  15.62,20,252.21,210.81,504,197.69,13.65347,33.258487573000004
TRAVELFOOD,EQ,1327.8,86.1,   6.93,10,1365.8,1257.5,1445,1008.5,2.34387,31.113702314999998
IZMO,EQ,1032.4,49.15,   5.00,5,1032.4,958.7,1374.7,323.5,2.57348,25.985456952
CEMPRO,EQ,1178.5,56.1,   5.00,5,1178.5,1137.8,1257.4,503.3,1.56648,18.351939792
C2C,SM,422.6,70.4,  19.99,20,422.6,359.5,888,310,4.2375,17.01822375
VENUSREM,BE,1887.3,89.8,   5.00,5,1887.3,1716.5,1887.3,416,0.91246,16.776854544
MON100,EQ,330.19,12.16,   3.82,20,330.19,330.19,342.55,177.99,5.06488,16.723727272
SILVERTUC,EQ,208.6,9.82,   4.94,5,208.71,200.03,208.71,66.19,7.18929,14.844445991999999
WELSPLSOL,EQ,52.8,1.16,   2.25,10,56.8,51.92,61.75,36,25.97992,14.026558808
IRMENERGY,EQ,280.9,25.5,   9.98,10,280.9,261.05,393,165.4,4.67253,12.971877786
SUMEETINDS,EQ,25.47,1.21,   4.99,5,25.47,23.84,34.91,9.19,45.50739,11.076498726
RAJESHEXPO,BZ,80.23,3.82,   5.00,5,80.23,72.63,237.88,72.63,13.10895,10.0152378
RUSHIL,EQ,18.19,3.03,  19.99,20,18.19,15.05,33.99,12.49,46.59525,8.11689255
UTSSAV,ST,325,9.3,   2.95,5,331.45,315,331.45,160.05,1.368,4.4592696
GENXAI,ST,102.25,4.85,   4.98,5,102.25,100.6,102.25,92.75,4.356,4.4513964
UNIHEALTH,ST,496.95,23.65,   5.00,5,496.95,465,529.8,133.65,0.87,4.214454
LEMERITE,EQ,27.37,1.3,   4.99,5,27.37,26.66,107.57,23.68,15.31166,4.170896184
MAFANG,EQ,192.04,6.08,   3.27,20,192.04,192.04,208.38,129.58,2.08441,4.002900964
DEEDEV,BE,689.5,32.8,   4.99,5,689.5,689.5,704.7,183,0.54236,3.7395722
HEXAGON,BE,53.19,2.53,   4.99,5,53.19,53.19,53.19,48.1,6.91949,3.680476731
SARTELE,SM,133.5,22.25,  20.00,20,133.5,112,275.95,106.95,2.33,2.871725
CPCAP,BE,99.7,4.19,   4.39,5,100.28,95.6,178.45,73.51,2.93666,2.869997818
RMDRIP,EQ,19.49,0.92,   4.95,5,19.49,19.1,72.22,14.81,14.27466,2.7664291079999996
VIDYAWIRES,EQ,93.53,4.45,   5.00,5,93.53,93.53,117.35,42.51,2.63954,2.468761762
MAXVOLT,ST,416,18,   4.52,5,417.9,400,509,195.85,0.568,2.3522584
BHAGYANGR,BE,326.1,15.5,   4.99,5,326.1,324.9,351.9,70.21,0.71538,2.332210338
TAC,SM,373,17.75,   5.00,5,373,364,899.65,347.4,0.512,1.900544
VPRPL,BE,27.76,1.32,   4.99,5,27.76,26.97,185.8,23.94,6.827,1.8719634
SICALLOG,BE,87.66,4.17,   4.99,5,87.66,85.53,103.33,60.11,1.98961,1.743097321
SUPREMEPWR,ST,242,3.5,   1.47,5,250.4,241,291.35,130.55,0.61,1.506212
K2INFRA,SM,60.3,10.05,  20.00,20,60.3,52.95,90.9,40.8,2.538,1.4857452
TECHERA,SM,154.1,7.3,   4.97,5,154.1,148.05,325.7,127.55,0.968,1.4748448
MAHKTECH,EQ,22.9,-0.21,  -0.91,20,22.9,22.9,35.59,20.51,6.15587,1.4096942300000002
CORDSCABLE,BE,222.48,10.59,   5.00,5,222.48,216,259.4,127.01,0.63148,1.39746524
VISACHROME,BE,41.49,1.54,   3.85,5,41.94,39.9,73.68,27.05,3.41031,1.3784473019999999
SHEEL,SM,63,3,   5.00,5,63,58.5,95.55,37.8,2.12,1.322244
GAYAPROJ,BE,22.95,1.09,   4.99,5,22.95,22.74,22.95,7.7,5.60787,1.285323804
MONQ50,EQ,144.27,6.99,   5.09,20,144.27,144.02,147.03,71.26,0.7861,1.13402786
ONDOOR,ST,183.65,8.7,   4.97,5,183.65,174.9,209.2,100,0.621,1.1214639
BIRLACABLE,BE,203.83,9.7,   5.00,5,203.83,200,241,104,0.54154,1.102683748
E2ERAIL,ST,283,13.45,   4.99,5,283,270,347.1,171,0.368,1.0304
PURPLEUTED,SM,397.85,18.9,   4.99,5,397.85,375.65,587.95,244.45,0.2525,0.99048175
CELLECOR,ST,37.8,1.8,   5.00,5,37.8,36.05,43.85,21.8,2.37,0.888987
BLUEWATER,ST,329.4,15.65,   4.99,5,329.4,325,329.4,125.4,0.26,0.854178
SUNLITE,ST,443.85,21.1,   4.99,5,443.85,418.6,583.55,142.2,0.192,0.8414784
PRAMARA,SM,149.4,7.1,   4.99,5,149.4,142,374.8,117.65,0.575,0.84088
ECOSMOBLTY,BE,131.48,6.26,   5.00,5,131.48,126.55,358.4,103.94,0.63617,0.826130362
GANESHIN,ST,98.4,4.65,   4.96,5,98.4,98.4,279.8,66.4,0.784,0.771456
PARTH,ST,437,-0.95,  -0.22,5,459.8,425,484,169,0.172,0.7557852
MASPTOP50,EQ,78.84,1.23,   1.58,20,78.84,78.84,82.78,52.52,0.94543,0.7453770120000001
DBEIL,BE,82.69,3.93,   4.99,5,82.69,80.5,185.6,51.51,0.90654,0.74154972
DURLAX,ST,49.95,2.05,   4.28,5,50.25,48,64.35,28.03,1.48,0.741184
VIGOR,ST,88.35,4.15,   4.93,5,88.4,86.1,98,44.75,0.784,0.6892144
ZEELEARN,BE,7.45,0.35,   4.93,5,7.45,7.05,10.89,4.17,9.23996,0.68375704
JKIPL,BE,107.68,5.12,   4.99,5,107.68,99.8,126.95,45.4,0.63938,0.6811315139999999
NFPSAMPOOR,SM,30,2.5,   9.09,10,30.25,28.5,54.5,22.1,2.2,0.65208
LAXMIINDIA,BE,109.88,5.23,   5.00,5,109.88,105.98,180.9,71.06,0.56654,0.616055596
PRIMECAB,ST,113.2,-3.45,  -2.96,5,122.45,113,136.7,70.4,0.512,0.595456
SUBEXLTD,BE,11.03,0.52,   4.95,5,11.03,11.03,17.19,6.61,5.06409,0.5585691269999999
ALLETEC,ST,147,2.6,   1.80,5,151.6,145.05,394.75,115.8,0.372,0.5582604
SEJALLTD,BE,690.5,32.85,   5.00,5,690.5,661.5,1036.7,381,0.07944,0.538928904
ATMASTCO,ST,186.05,8.85,   4.99,5,186.05,178,268,98,0.28,0.514808
GULFPETRO,BE,41.8,1.88,   4.71,5,41.91,39.1,49.5,23.25,1.24437,0.508449582
TCIFINANCE,BE,27.88,1.32,   4.97,5,27.88,27.09,38.46,10,1.82654,0.50686485
MPEL,SM,43.65,1.95,   4.68,5,43.75,41,153.9,39.9,1.184,0.4912416
BYKE,EQ,36.85,2.94,   8.67,10,37.3,33.8,91.49,26.25,1.33495,0.48552131500000006
IEML,SM,47.7,2.25,   4.95,5,47.7,47.65,173.57,37.9,0.995,0.4745155
AVPINFRA,SM,73.25,1.25,   1.74,5,75.6,72.1,218,65.55,0.632,0.4682488
KDL,SM,130.4,6.15,   4.95,5,130.45,124.25,342.35,100.85,0.363,0.4658742
AMBAAUTO,SM,83.15,7.5,   9.91,10,83.2,76,137.5,63.6,0.56,0.445312
OCCLLTD,BE,135.45,6.45,   5.00,5,135.45,135.45,159.42,75.71,0.32497,0.44017186500000005
UHTL,ST,108.85,5.15,   4.97,5,108.85,108.85,108.85,44,0.4,0.4354
WOL3D,ST,132.65,2.8,   2.16,5,136.3,131.15,216.7,106.65,0.31,0.415338
