symbol,shortName,price,changePct,volume
FOXA,Fox Corporation,54.76,-16.84,33518292
FOX,Fox Corporation,49.955,-15.22,6912848
LRN,"Stride, Inc.",83.54,-14.5,4020768
MH,"McGraw Hill, Inc.",10.29,-12.5,1087892
SSL,Sasol Ltd.,11.39,-12.38,2535765
FISV,"Fiserv, Inc.",47.91,-10.91,26637515
CENX,Century Aluminum Company,54.55,-10.85,3655644
WDS,Woodside Energy Group Limited,20.66,-10.45,1948118
VG,"Venture Global, Inc.",11.7,-10.43,23985316
RGC,Regencell Bioscience Holdings L,17.09,-9.24,152152
NN,NextNav Inc.,19.53,-9.16,2679186
SM,SM Energy Company,28.47,-8.6,6117110
CVSA,Covista Inc.,117.65,-8.37,374309
ELVN,"Enliven Therapeutics, Inc.",42.36,-8.17,2608354
NEXT,NextDecade Corporation,7.73,-7.98,3882358
