symbol,shortName,price,changePct,volume
DAN,Dana Incorporated,30.11,-15.11,5090995
PTC,PTC Inc.,118.39,-12.36,2986153
PCT,"PureCycle Technologies, Inc.",9.02,-8.75,36921461
ORCL,Oracle Corporation,184.1,-8.53,63236517
ADSK,"Autodesk, Inc.",205.57,-7.1,4222282
ARX,Accelerant Holdings,13.12,-7.08,2197080
ADBE,Adobe Inc.,218.8,-6.25,15006727
GDDY,GoDaddy Inc.,75.17,-6.37,2687432
CHWY,"Chewy, Inc.",18.77,-6.06,14992404
BSY,"Bentley Systems, Incorporated",30.57,-5.79,2573724
VERX,"Vertex, Inc.",12.11,-5.32,1210418
APPF,"AppFolio, Inc.",159.68,-5.13,273487
WDAY,"Workday, Inc.",130.53,-5.05,5874801
ANDG,Andersen Group Inc.,35.01,-5.04,337423
FDS,FactSet Research Systems Inc.,236.64,-4.99,932888
