symbol,shortName,price,changePct,volume
YSS,York Space Systems Inc.,33.72,22.09,2465490
VSAT,"ViaSat, Inc.",72.71,18.23,3457308
FLY,Firefly Aerospace Inc.,39.37,17.8,10060066
ICHR,Ichor Holdings,84.04,16.45,1299689
VOYG,"Voyager Technologies, Inc.",47.87,15.96,5665537
LUNR,"Intuitive Machines, Inc.",30.64,15.47,21825283
UCTT,"Ultra Clean Holdings, Inc.",104.83,15.32,1459108
ATRO,Astronics Corporation,94.8,15.13,1271800
RDW,Redwire Corporation,17.09,14.93,67782595
ACMR,"ACM Research, Inc.",91.7,14.68,1297168
SNDK,Sandisk Corporation,1881.51,14.5,13440811
BBAR,Banco BBVA Argentina S.A.,20.19,14.33,1626916
CPNG,"Coupang, Inc.",17.25,14.09,67806999
W,Wayfair Inc.,77.68,13.12,3933006
KLAC,KLA Corporation,2411.64,12.92,1738055
