symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
PAYTM,49004,43589,5415,12.42,35848,35125.99407,24663221817,40269.33975,5143.34567,1025
NIFTY,7510697,6753776,756921,11.21,50344278,1051615.54479,76284487017673,4123639.09653,3072023.55173,23161
CAMS,14882,13453,1429,10.62,8312,6400.88616,3945728430,6846.88296,445.9968,725
NIFTYNXT50,1394,1279,115,8.99,823,3730.5502,1112025042,3774.32563,43.77542,68378
OFSS,32447,29817,2630,8.82,55926,38975.97433,36584818465,46963.10149,7987.12715,9293
HINDALCO,87451,80442,7009,8.71,47075,59089.03959,29505300713,63789.18672,4700.14713,1025
HYUNDAI,36054,33368,2686,8.05,20363,25716.48395,8313547783,27248.13179,1531.64783,1937
COCHINSHIP,16378,15268,1110,7.27,5887,14044.24584,1983110864,14544.47448,500.22864,1385
MIDCPNIFTY,129212,120918,8294,6.86,167863,58023.57618,280113114334,86801.43952,28777.86334,13866
KFINTECH,19983,18730,1253,6.69,7009,12789.0163,1707983443,13103.92823,314.91193,805
PFC,70302,65906,4396,6.67,60286,48646.18057,29028964133,53747.9319,5101.75133,414
AMBER,57539,54092,3447,6.37,38103,44095.70739,25207051855,48118.52594,4022.81855,7292
UPL,29243,27589,1654,6,10155,13041.87445,7296945593,14123.49914,1081.62468,594
NUVAMA,6033,5695,338,5.94,3334,8091.5068,1803891065,8389.61745,298.11065,1517
POLYCAB,29900,28283,1617,5.72,26142,32602.09436,27202529051,36252.13487,3650.04051,9366
RADICO,3125,2959,166,5.61,1757,1298.90925,792574480,1373.65405,74.7448,3450
DALBHARAT,19470,18459,1011,5.48,6152,10643.65094,2324968356,10917.6545,274.00356,1610
DMART,37949,35999,1950,5.42,24088,17243.28972,13339358961,19116.20433,1872.91461,3999
SOLARINDS,26110,24780,1330,5.37,34232,38764.19257,25501814834,42331.59092,3567.39834,17129
PERSISTENT,54331,51646,2685,5.2,58350,40941.53316,24562286884,45938.6395,4997.10634,4885
LTM,44926,42723,2203,5.16,26854,19022.73858,14157423624,21849.07482,2826.33624,3842
ONGC,96125,91529,4596,5.02,76871,25054.06342,43508887560,29531.41402,4477.3506,252
MANAPPURAM,25521,24301,1220,5.02,16369,34898.4405,11181967020,37152.4107,2253.9702,291
SAMMAANCAP,32259,30723,1536,5,10884,20400.93978,6257253317,21734.27045,1333.33067,168
BANKINDIA,25681,24522,1159,4.73,7497,20146.37872,3697522920,20814.98432,668.6056,141
HINDPETRO,33346,31864,1482,4.65,17926,36688.91334,10143552807,38645.00016,1956.08682,367
PGEL,33741,32331,1410,4.36,22422,11846.41355,9155160326,14081.39181,2234.97826,460
INFY,388377,372398,15979,4.29,165063,113903.52332,65082119732,125339.78064,11436.25732,1119
BAJAJFINSV,89861,86226,3635,4.22,28825,11414.3346,11329612920,12624.8938,1210.5592,1648
MAXHEALTH,40200,38580,1620,4.2,16281,19300.42091,6923830551,20401.44393,1101.02301,1010
TRENT,109075,104720,4355,4.16,45716,26684.95192,16654249320,29925.45728,3240.50535,2721
CGPOWER,40939,39311,1628,4.14,19768,27759.11623,13072655010,30704.82633,2945.7101,903
ADANIPOWER,55147,52969,2178,4.11,22740,37563.92704,15080161191,40992.61396,3428.68691,216
PRESTIGE,18083,17430,653,3.75,2636,4710.63325,1173085582,5069.35908,358.72582,1325
BDL,42477,40961,1516,3.7,16225,10642.35762,6342252324,11554.91586,912.55824,1158
MANKIND,22253,21465,788,3.67,14094,6753.99432,6402560918,7246.4085,492.41418,2375
WAAREEENER,53029,51165,1864,3.64,28980,19476.91182,13785356971,21650.61904,2173.70721,3010
BAJAJHLDNG,9705,9373,332,3.54,3084,2222.61339,1355081862,2325.63201,103.01862,9872
ICICIGI,19762,19107,655,3.43,4771,4127.15114,2449938770,4281.82885,154.6777,1720
HDFCAMC,29522,28545,977,3.42,9049,19249.66674,4884947706,19873.0758,623.40906,2398
ETERNAL,142418,137818,4600,3.34,53262,54047.91112,26566629781,58767.29455,4719.38343,236
LICI,41099,39802,1297,3.26,11720,10230.76222,5689008416,10772.42138,541.65916,393
SHRIRAMFIN,85740,83040,2700,3.25,26186,39865.65453,15932407755,42451.36458,2585.71005,889
INDHOTEL,34305,33233,1072,3.23,7945,16495.4203,3709850250,16960.0228,464.6025,657
POWERINDIA,63438,61476,1962,3.19,45340,43835.85172,36160192511,49213.27683,5377.42511,33315
MUTHOOTFIN,36935,35797,1138,3.18,29067,27019.94036,21319408948,30799.60485,3779.66448,2898
JUBLFOOD,38103,36943,1160,3.14,12865,10903.93637,5901618012,11832.429,928.49262,415
DIXON,103051,99946,3105,3.11,54357,43955.85024,27952602508,50301.12532,6345.27508,11382
PHOENIXLTD,14623,14189,434,3.06,2335,3330.24303,1145711147,3445.7445,115.50147,1742
SWIGGY,58455,56863,1592,2.8,16289,12712.97998,4141462944,13632.92567,919.94569,240
IREDA,40430,39336,1094,2.78,5690,6411.13735,1873935960,6669.27871,258.14135,118
CHOLAFIN,39495,38429,1066,2.77,6670,15319.58937,4871507312,16016.6625,697.07312,1465
TORNTPHARM,32972,32097,875,2.73,59161,37932.3346,30798780335,42818.51295,4886.17835,4588
SRF,24788,24135,653,2.71,22773,11666.19748,10271013356,12618.77104,952.57356,2654
BSE,71150,69288,1862,2.69,54494,77578.27451,74535568662,93418.76114,15840.48662,3895
BEL,140530,136855,3675,2.69,42704,26271.53697,23189138273,28989.28971,2717.75273,403
LT,147570,143719,3851,2.68,52016,46788.28425,31524824416,50974.51842,4186.23416,3871
UNIONBANK,41771,40682,1089,2.68,9256,24039.56386,4558373792,24895.29116,855.72729,164
DABUR,33608,32733,875,2.67,8049,8758.921,3530378062,9176.20162,417.28062,423
NATIONALUM,57353,55892,1461,2.61,23289,32181.46387,14147898150,34921.69537,2740.2315,372
IRFC,35689,34787,902,2.59,10290,9377.91155,3409724760,9941.0949,563.18335,93
TATASTEEL,149782,146031,3751,2.57,71741,62714.61185,33477891700,67786.67885,5072.067,198
MAZDOCK,43790,42712,1078,2.52,18555,11354.60668,8364300608,12702.39276,1347.78608,2349
GODREJPROP,47213,46062,1151,2.5,17633,11482.13991,7361882202,12712.95193,1230.81202,1624
SUNPHARMA,117898,115075,2823,2.45,51418,28521.57721,30171070093,31368.32814,2846.75093,1799
PREMIERENE,28721,28037,684,2.44,13889,14776.84807,6960761519,15800.84327,1023.99519,1062
PNB,64724,63195,1529,2.42,26220,37136.1432,19253785680,40702.08,3565.9368,106
CUMMINSIND,34906,34091,815,2.39,16947,33879.63688,16547122244,36276.15932,2396.52244,5569
RVNL,65660,64128,1532,2.39,17217,9301.31048,5606162771,10269.60944,968.29896,222
DRREDDY,43130,42132,998,2.37,18670,17752.01762,13335062281,19361.39043,1609.37281,1277
RECLTD,73395,71715,1680,2.34,36902,26681.69946,15597861571,28868.44268,2186.74321,337
TCS,531206,519433,11773,2.27,245558,86419.43015,88427202822,100004.73837,13585.30822,2136
ASHOKLEY,100798,98571,2227,2.26,36421,34117.1735,24314582100,37678.6195,3561.446,139
CDSL,52008,50860,1148,2.26,18755,17919.50082,9203297805,19056.76387,1137.26305,1192
BHEL,68524,67012,1512,2.26,27312,37163.07735,24484961655,42083.03452,4919.95717,371
ABCAPITAL,24566,24033,533,2.22,6952,16507.593,5999018289,17400.30589,892.71289,338
BHARATFORG,22992,22496,496,2.2,12449,23676.5685,10050410985,25704.47835,2027.90985,1948
EICHERMOT,67519,66085,1434,2.17,28023,27496.84535,17740700170,29989.14705,2492.3017,7182
TATAELXSI,34140,33419,721,2.16,20182,6207.90232,8523547724,7197.87956,989.97724,4010
TVSMOTOR,82798,81051,1747,2.16,25147,23876.5709,13542320970,25275.2606,1398.6897,3291
BAJAJ-AUTO,73261,71774,1487,2.07,39168,38571.2355,25589584098,40806.87649,2235.64098,10125
SONACOMS,19146,18759,387,2.06,4130,8632.55197,2208850334,9132.94156,500.38959,586
TIINDIA,14796,14500,296,2.04,3310,6282.623,1460121612,6524.75912,242.13612,2981
COALINDIA,131859,129234,2625,2.03,63135,33950.6424,36172809360,37841.526,3890.8836,446
FORCEMOT,20675,20265,410,2.02,9275,7368.27663,3470645438,8018.10602,649.82938,17125
