symbol,shortName,price,changePct,volume
FRVO,Fervo Energy Company,22.3,30.56,4792992
IREN,IREN LIMITED,38.26,30.54,71480522
MKTX,"MarketAxess Holdings, Inc.",162.76,29.45,9443308
BHC,Bausch Health Companies Inc.,6.03,28.85,18171431
CIFR,Cipher Digital Inc.,22.655,28.1,36121123
CORT,Corcept Therapeutics Incorporat,118.32,27.29,4453546
NBIS,Nebius Group N.V.,188.43,27.13,40759900
AXTI,AXT Inc,46.94,26.97,15365666
BE,Bloom Energy Corporation,207.12,26.49,34920034
FORM,"FormFactor, Inc.",105.38,26.28,2424593
SNDK,Sandisk Corporation,1279.96,25.99,23236972
BTDR,Bitdeer Technologies Group,11.1,24.72,15283983
HUT,Hut 8 Corp.,108.27,22.78,5224472
NEOG,Neogen Corporation,11.53,22.66,4591301
SIMO,Silicon Motion Technology Corpo,255.1,21.66,2587376
