changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
17887,04-Aug-2026,Index Options,76263,63,Call,3.87,55181.79166,60.65,58376,24400,NIFTY,55181.79166,RR,24317.15,1559138,OPTIDXNIFTY04-08-2026CE24400,OPTIDX,30.64
15817,04-Aug-2026,Index Options,102282,106.1,Call,5.89,196400.40451,100.2,86465,24300,NIFTY,196400.40451,RR,24317.15,3184596,OPTIDXNIFTY04-08-2026CE24300,OPTIDX,18.29
13762,04-Aug-2026,Index Options,40086,83.25,Call,5.85,58936.65787,78.65,26324,24350,NIFTY,58936.65787,RR,24317.15,1224467,OPTIDXNIFTY04-08-2026CE24350,OPTIDX,52.28
8034,25-Aug-2026,Index Options,81356,64.55,Call,9.41,3328.21703,59,73322,25000,NIFTY,3328.21703,RR,24317.15,83570,OPTIDXNIFTY25-08-2026CE25000,OPTIDX,10.96
6262,25-Aug-2026,Stock Futures,35764,289.15,-,1.68,105268.08962,284.38,29502,0,SWIGGY,105268.08962,RR,293.8,19990,FUTSTKSWIGGY25-08-2026XX0,FUTSTK,21.23
5540,25-Aug-2026,Index Options,27070,325,Call,7.74,11006.7661,301.65,21530,24300,NIFTY,11006.7661,RR,24317.15,54552,OPTIDXNIFTY25-08-2026CE24300,OPTIDX,25.73
5351,04-Aug-2026,Index Options,53232,132.1,Call,6.4,183771.11558,124.15,47881,24250,NIFTY,183771.11558,RR,24317.15,2408218,OPTIDXNIFTY04-08-2026CE24250,OPTIDX,11.18
5308,11-Aug-2026,Index Options,8876,18.2,Call,1.96,311.14911,17.85,3568,24900,NIFTY,311.14911,RR,24317.15,30705,OPTIDXNIFTY11-08-2026CE24900,OPTIDX,148.77
4966,25-Aug-2026,Stock Futures,92506,1063,-,0.52,154219.1625,1057.5,87540,0,BAJFINANCE,154219.1625,RR,1058,19500,FUTSTKBAJFINANCE25-08-2026XX0,FUTSTK,5.67
4686,11-Aug-2026,Index Options,16775,47,Call,4.91,1110.71906,44.8,12089,24700,NIFTY,1110.71906,RR,24317.15,41516,OPTIDXNIFTY11-08-2026CE24700,OPTIDX,38.76
4542,11-Aug-2026,Index Options,14728,102.2,Call,9.19,3273.11212,93.6,10186,24500,NIFTY,3273.11212,RR,24317.15,54076,OPTIDXNIFTY11-08-2026CE24500,OPTIDX,44.59
4346,25-Aug-2026,Stock Futures,462278,757,-,0.83,121560.65649,750.75,457932,0,HDFCBANK,121560.65649,RR,753.4,24822,FUTSTKHDFCBANK25-08-2026XX0,FUTSTK,0.95
4296,25-Aug-2026,Stock Futures,60389,414,-,1.71,54371.36461,407.05,56093,0,COALINDIA,54371.36461,RR,417.4,9771,FUTSTKCOALINDIA25-08-2026XX0,FUTSTK,7.66
3712,11-Aug-2026,Index Options,15133,71.2,Call,8.29,1351.5582,65.75,11421,24600,NIFTY,1351.5582,RR,24317.15,32368,OPTIDXNIFTY11-08-2026CE24600,OPTIDX,32.5
3689,25-Aug-2026,Stock Options,15619,12,Call,10.6,863.36094,10.85,11930,770,HDFCBANK,863.36094,RR,753.4,12108,OPTSTKHDFCBANK25-08-2026CE770,OPTSTK,30.92
3262,25-Aug-2026,Stock Futures,214632,1296,-,0.98,146729.2959,1283.4,211370,0,RELIANCE,146729.2959,RR,1289.4,22697,FUTSTKRELIANCE25-08-2026XX0,FUTSTK,1.54
3113,25-Aug-2026,Index Options,28365,691,Put,1.92,27026.59158,677.95,25252,57000,BANKNIFTY,27026.59158,RR,57147.5,116895,OPTIDXBANKNIFTY25-08-2026PE57000,OPTIDX,12.33
2968,11-Aug-2026,Index Options,15002,143.2,Call,9.86,3378.86991,130.35,12034,24400,NIFTY,3378.86991,RR,24317.15,39345,OPTIDXNIFTY11-08-2026CE24400,OPTIDX,24.66
2888,11-Aug-2026,Index Options,19548,30.2,Call,4.68,835.26658,28.85,16660,24800,NIFTY,835.26658,RR,24317.15,49103,OPTIDXNIFTY11-08-2026CE24800,OPTIDX,17.33
2820,25-Aug-2026,Stock Futures,65214,4227.8,-,3.42,90469.74504,4087.9,62394,0,TVSMOTOR,90469.74504,RR,4205,12363,FUTSTKTVSMOTOR25-08-2026XX0,FUTSTK,4.52
2811,11-Aug-2026,Index Options,14238,190.5,Call,8.49,6619.11118,175.6,11427,24300,NIFTY,6619.11118,RR,24317.15,56931,OPTIDXNIFTY11-08-2026CE24300,OPTIDX,24.6
2673,25-Aug-2026,Index Options,18571,35.65,Call,8.85,432.20284,32.75,15898,25200,NIFTY,432.20284,RR,24317.15,19819,OPTIDXNIFTY25-08-2026CE25200,OPTIDX,16.81
2657,29-Sep-2026,Index Options,21175,229,Call,7.56,1198.05878,212.9,18518,25000,NIFTY,1198.05878,RR,24317.15,8458,OPTIDXNIFTY29-09-2026CE25000,OPTIDX,14.35
2577,25-Aug-2026,Index Options,3969,295.05,Call,6.88,1464.6818,276.05,1392,24350,NIFTY,1464.6818,RR,24317.15,7693,OPTIDXNIFTY25-08-2026CE24350,OPTIDX,185.13
2465,25-Aug-2026,Stock Futures,41954,7864,-,1.53,122921.47764,7745.5,39489,0,EICHERMOT,122921.47764,RR,7909,15786,FUTSTKEICHERMOT25-08-2026XX0,FUTSTK,6.24
