symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,91.13,9.25,11.3,133597656,129880665,459659673600
MSFT,Microsoft Corporation,451.1,60.56,15.51,109342280,38666122,3350967091200
NVDA,NVIDIA Corporation,195.04,5.03,2.65,123110210,152984455,4724063469568
NOK,Nokia Corporation Sponsored,9.09,0.68,8.09,106170792,111085826,50745237504
SOFI,"SoFi Technologies, Inc.",16.47,1.24,8.14,82954127,79517934,21126748160
IREN,IREN LIMITED,38.26,8.95,30.54,71480522,48778745,13673308160
AMZN,"Amazon.com, Inc.",235.5,8.85,3.9,78755052,47304881,2533299322880
PATH,"UiPath, Inc.",12.37,-0.22,-1.75,66470700,58892100,6409147392
KEEL,Keel Infrastructure Corp.,4.05,0.88,27.56,64017458,45304142,2445506304
ABEV,Ambev S.A.,3.12,0.02,0.65,58470706,26571800,48212717568
MU,"Micron Technology, Inc.",874.66,135.66,18.36,59596897,53257700,987835006976
SPCX,Space Exploration Technologies ,112.2,-0.35,-0.31,54835632,114877234,1478143770624
ONDS,Ondas Inc,7.58,0.75,11.04,54807813,85927263,4319376384
RIG,Transocean Ltd (Switzerland),5.08,0.13,2.63,52901106,36372991,5622342144
F,Ford Motor Company,14.86,-0.42,-2.75,50311407,64499577,59255672832
PLUG,"Plug Power, Inc.",2.09,0.19,10.0,49785204,66083513,2915694080
SKHY,SK hynix Inc.,149.0,22.21,17.52,50193854,55512200,1057683734528
NU,Nu Holdings Ltd.,14.49,0.45,3.21,45405654,74658859,69993717760
NFLX,"Netflix, Inc.",73.17,-0.46,-0.62,51684895,43600901,304675454976
AAPL,Apple Inc.,333.43,-4.76,-1.41,55501839,55309000,4897204862976
JBLU,JetBlue Airways Corporation,6.07,0.35,6.12,44311708,30673103,2290285056
AAL,"American Airlines Group, Inc.",15.43,0.59,3.98,47215840,110933581,10214196224
MARA,"MARA Holdings, Inc.",11.82,1.77,17.61,45046440,45048155,4506617344
WULF,TeraWulf Inc.,17.82,2.73,18.09,43698607,31507850,8830391296
T,AT&T Inc.,23.21,-0.73,-3.05,49397279,62220116,159043862528
