buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,ICICI PRUDENTIAL MUTUAL FUND,29-Jul-2026,Go Digit General Ins Ltd,5721378,,GODIGIT,243
SELL,PEAK XV PARTNERS GROWTH INVESTMENTS III,29-Jul-2026,Go Digit General Ins Ltd,5721378,,GODIGIT,243
