symbol,shortName,price,changePct,volume
ALNY,"Alnylam Pharmaceuticals, Inc.",205.48,-28.31,9753222
RTO,Rentokil Initial plc,24.25,-17.6,5717654
GPI,"Group 1 Automotive, Inc.",296.71,-17.11,339308
FICO,Fair Isaac Corporation,1139.54,-17.01,956739
CHRW,"C.H. Robinson Worldwide, Inc.",146.92,-15.44,7272783
LRN,"Stride, Inc.",83.07,-14.98,2254457
WAY,Waystar Holding Corp.,20.94,-14.6,6682873
LKQ,LKQ Corporation,22.6,-14.36,9795429
RSI,"Rush Street Interactive, Inc.",26.76,-13.03,5971541
PFSI,"PennyMac Financial Services, In",75.87,-11.82,2426942
SAIA,"Saia, Inc.",350.63,-11.11,1415492
PHIN,PHINIA Inc.,73.06,-11.04,1002001
SAH,"Sonic Automotive, Inc.",100.34,-10.94,348573
UNIT,Uniti Group Inc.,9.29,-10.41,5351547
HGV,Hilton Grand Vacations Inc.,46.32,-9.92,3023792
