symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
INDOMIM,INDOMIMEQN,745,6.43,72703164,72703164,52056192455.64,485,,,757.75,700,45,700,741.75,757.75,700,2026-07-30 16:00:29
HDFCBANK,HDFCBANKEQN,753.4,0.7,35844392,35844392,26916270840.64,748.2,19-Jun-2026,,1020.5,726.65,5.2,752.8,753.95,757.9,745.5,2026-07-30 16:00:29
INFY,INFYEQN,1155,-0.05,22630218,22630218,26545698318.36,1155.6,10-Jun-2026,,1728,982.4,-0.6,1168,1155.1,1187.7,1151.3,2026-07-30 16:00:29
KALYANKJIL,KALYANKJILEQN,631.85,0.52,32636519,32636519,20834500999.22,628.6,04-Sep-2025,,648.95,327.05,3.25,631,634.6,648.95,627.05,2026-07-30 16:00:29
ICICIBANK,ICICIBANKEQN,1430,-0.55,14141173,14141173,20232907504.94,1437.9,03-Aug-2026,,1494.5,1187.6,-7.9,1431.1,1433.9,1442.2,1422.6,2026-07-30 16:00:29
REDINGTON,REDINGTONEQN,310,7.84,56111752,56111752,17977083105.76,287.45,03-Jul-2026,,338.5,191.31,22.55,307.95,310.95,338.5,307.95,2026-07-30 16:00:29
M&M,M&MEQN,3294.6,2.26,4851980,4851980,15866023119.8,3221.8,03-Jul-2026,,3839.9,2896,72.8,3220,3283.7,3327,3197.5,2026-07-30 16:00:29
RELIANCE,RELIANCEEQN,1289.4,1.06,12158451,12158451,15689386754.91,1275.9,05-Jun-2026,,1611.8,1249.8,13.5,1279.8,1292.9,1297,1275.3,2026-07-30 16:00:29
EXIDEIND,EXIDEINDEQN,456,4.67,31728785,31728785,14228456345.4,435.65,03-Jul-2026,,461.4,287,20.35,435,452.7,461.4,430,2026-07-30 16:00:29
SYRMA,SYRMAEQN,1372.8,2.19,9950655,9950655,14038483580.55,1343.4,19-Sep-2025,,1517.7,634.5,29.4,1379,1377.8,1468,1361,2026-07-30 16:00:29
WAAREEENER,WAAREEENEREQN,2632,-3.81,4868001,4868001,12673402483.41,2736.2,24-Oct-2025,,3865,2403,-104.2,2626,2624.9,2650,2561,2026-07-30 16:00:29
SWIGGY,SWIGGYEQN,293.8,2.25,42221706,42221706,12274694368.32,287.34,,,474,235.75,6.46,285.99,295.91,298.85,281.23,2026-07-30 16:00:29
TVSMOTOR,TVSMOTOREQN,4205,3.17,2913373,2913373,12155611836.55,4075.6,30-Mar-2026,,4219,2754.5,129.4,4080,4208.4,4219,4070,2026-07-30 16:00:29
TCS,TCSEQN,2434,-0.52,4901582,4901582,12055686008.1,2446.6,15-Jul-2026,,3350,1976.8,-12.6,2440,2431.8,2495,2423,2026-07-30 16:00:29
EICHERMOT,EICHERMOTEQN,7909,1.67,1496307,1496307,11742478665.48,7779,31-Jul-2026,,8230,5353,130,7869.5,7912.5,7930,7730,2026-07-30 16:00:29
MOIL,MOILEQN,285.9,4.29,35498059,35498059,10497840988.07,274.15,05-Feb-2026,,404.9,242.35,11.75,278,287.95,304.5,277.5,2026-07-30 16:00:29
BHARTIARTL,BHARTIARTLEQN,1946.6,-0.18,5356472,5356472,10462475369.28,1950.2,24-Jul-2026,,2174.5,1740.5,-3.6,1954,1956.8,1963.2,1943.9,2026-07-30 16:00:29
BAJFINANCE,BAJFINANCEEQN,1058,0.34,9866564,9866564,10348150988.84,1054.4,30-Jun-2026,,1102.5,787.9,3.6,1046,1053.5,1068,1035.1,2026-07-30 16:00:29
WIPRO,WIPROEQN,186.41,1.52,54015268,54015268,10162972674.2,183.61,27-Jul-2026,,273.1,169,2.8,183.4,186.33,191.34,183.4,2026-07-30 16:00:29
LCL,LCLEQN,493.3,7.01,20759451,20759451,10056708442.44,425,,,508.65,461,32.3,461,494.6,508.65,461,2026-07-30 16:00:29
