symbol,shortName,price,changePct,volume
PACS,"PACS Group, Inc.",41.01,28.56,3622501
RAL,Ralliant Corporation,59.16,19.37,7985595
QUBT,Quantum Computing Inc.,11.78,15.72,139826186
VG,"Venture Global, Inc.",13.27,14.2,41653155
HLIO,"Helios Technologies, Inc.",77.57,14.04,1087007
NOVT,Novanta Inc.,159.19,13.72,1470300
SE,Sea Limited,96.02,13.14,14028462
INSM,Insmed Incorporated,116.0,11.66,8229509
ZBRA,Zebra Technologies Corporation,241.79,11.44,2849931
LEGN,Legend Biotech Corporation,28.26,10.48,4952502
ERO,Ero Copper Corp.,31.89,10.08,2175387
Q,"Qnity Electronics, Inc.",168.36,9.87,4265823
ARMK,Aramark,48.41,8.64,7816098
PSN,Parsons Corporation,52.7,8.12,1499230
ALKS,Alkermes plc,38.29,7.95,3979124
