type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,NIFTY,Index Options,12-May-2026,Call,23400,0.05,467.7,-99.99,380876,724,380152,12990000,226961.28,226961.28,23379.55,OPTIDXNIFTY12-05-2026CE23400,OPTIDX,52507.18
RS,NIFTY,Index Options,12-May-2026,Put,23350,0.05,3.7,-98.65,336162,26466,309696,21535830,18757.70793,18757.70793,23379.55,OPTIDXNIFTY12-05-2026PE23350,OPTIDX,1170.17
RS,NIFTY,Index Options,12-May-2026,Call,23500,0.05,367.45,-99.99,239724,7480,232244,21965785,402061.72864,402061.72864,23379.55,OPTIDXNIFTY12-05-2026CE23500,OPTIDX,3104.87
RS,NIFTY,Index Options,12-May-2026,Call,23450,0.05,417.4,-99.99,200447,254,200193,13766352,231667.05463,231667.05463,23379.55,OPTIDXNIFTY12-05-2026CE23450,OPTIDX,78816.14
RS,NIFTY,Index Options,12-May-2026,Call,23600,0.05,278.9,-99.98,178336,3942,174394,21939796,412566.89388,412566.89388,23379.55,OPTIDXNIFTY12-05-2026CE23600,OPTIDX,4424
RS,NIFTY,Index Options,12-May-2026,Call,23700,0.05,199.3,-99.97,171814,11336,160478,17243869,223273.61581,223273.61581,23379.55,OPTIDXNIFTY12-05-2026CE23700,OPTIDX,1415.65
RS,NIFTY,Index Options,12-May-2026,Call,23550,0.05,323.3,-99.98,160289,403,159886,17144141,278257.9805,278257.9805,23379.55,OPTIDXNIFTY12-05-2026CE23550,OPTIDX,39673.95
RS,NIFTY,Index Options,12-May-2026,Call,23650,0.05,238.5,-99.98,114932,1803,113129,15556924,259069.45537,259069.45537,23379.55,OPTIDXNIFTY12-05-2026CE23650,OPTIDX,6274.49
RS,NIFTY,Index Options,12-May-2026,Call,23750,0.05,164.2,-99.97,93278,8259,85019,9766248,87666.72517,87666.72517,23379.55,OPTIDXNIFTY12-05-2026CE23750,OPTIDX,1029.41
RS,NIFTY,Index Options,12-May-2026,Call,23800,0.1,132.05,-99.92,127850,46412,81438,10418761,63049.13219,63049.13219,23379.55,OPTIDXNIFTY12-05-2026CE23800,OPTIDX,175.47
RS,NIFTY,Index Options,12-May-2026,Call,23350,29.55,510,-94.21,75805,223,75582,4279470,115410.88669,115410.88669,23379.55,OPTIDXNIFTY12-05-2026CE23350,OPTIDX,33893.27
RS,NIFTY,Index Options,12-May-2026,Put,23300,0.05,2.8,-98.21,127905,60536,67369,5624562,3948.44252,3948.44252,23379.55,OPTIDXNIFTY12-05-2026PE23300,OPTIDX,111.29
RS,NIFTY,Index Options,19-May-2026,Call,23500,219.95,483.7,-54.53,55123,3894,51229,275471,45245.69854,45245.69854,23379.55,OPTIDXNIFTY19-05-2026CE23500,OPTIDX,1315.59
RS,NIFTY,Index Options,19-May-2026,Call,24000,61.05,192.3,-68.25,83316,32915,50401,373231,20155.22046,20155.22046,23379.55,OPTIDXNIFTY19-05-2026CE24000,OPTIDX,153.12
RS,NIFTY,Index Options,19-May-2026,Call,23800,105,290.3,-63.83,43878,8228,35650,214065,19619.05725,19619.05725,23379.55,OPTIDXNIFTY19-05-2026CE23800,OPTIDX,433.28
RS,NIFTY,Index Options,19-May-2026,Call,25500,2.3,4.15,-44.58,60962,25315,35647,174194,344.20734,344.20734,23379.55,OPTIDXNIFTY19-05-2026CE25500,OPTIDX,140.81
RS,NIFTY,Index Options,19-May-2026,Call,23700,137,348.65,-60.71,35514,1900,33614,255665,31185.76103,31185.76103,23379.55,OPTIDXNIFTY19-05-2026CE23700,OPTIDX,1769.16
RS,NIFTY,Index Options,19-May-2026,Call,23600,176,412.95,-57.38,35043,2674,32369,271202,39640.37593,39640.37593,23379.55,OPTIDXNIFTY19-05-2026CE23600,OPTIDX,1210.51
RS,NIFTY,Index Options,12-May-2026,Put,22600,0.05,0.6,-91.67,43594,12973,30621,515047,127.2166,127.2166,23379.55,OPTIDXNIFTY12-05-2026PE22600,OPTIDX,236.04
RS,NIFTY,Index Options,12-May-2026,Put,23250,0.05,2.35,-97.87,58821,29608,29213,2526201,1461.40727,1461.40727,23379.55,OPTIDXNIFTY12-05-2026PE23250,OPTIDX,98.67
RS,NIFTY,Index Options,19-May-2026,Call,25000,5,12.05,-58.51,71470,43805,27665,236780,937.29363,937.29363,23379.55,OPTIDXNIFTY19-05-2026CE25000,OPTIDX,63.15
RS,NIFTY,Index Options,12-May-2026,Put,23200,0.05,2,-97.5,92589,67086,25503,2595373,1214.63456,1214.63456,23379.55,OPTIDXNIFTY12-05-2026PE23200,OPTIDX,38.02
RS,NIFTY,Index Options,19-May-2026,Call,24400,20.5,71.8,-71.45,47950,22648,25302,158461,2660.48095,2660.48095,23379.55,OPTIDXNIFTY19-05-2026CE24400,OPTIDX,111.72
RS,NIFTY,Index Futures,26-May-2026,-,0,23470,23868.5,-1.67,296932,273411,23521,88624,1357213.85852,1357213.85852,23379.55,FUTIDXNIFTY26-05-2026XX0,FUTIDX,8.6
RS,NIFTY,Index Options,26-May-2026,Call,24000,136,288.7,-52.89,95399,72115,23284,170011,18355.23761,18355.23761,23379.55,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,32.29
