symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
GROWW,GROWWEQN,183.89,-4.98,542126346,542126346,98683258762.38,193.52,,,227.2,112,-9.63,184,183.09,187.5,180,2026-05-12 16:00:28
RELIANCE,RELIANCEEQN,1366.5,-1.56,24357500,24357500,33509830625,1388.2,14-Aug-2025,,1611.8,1290,-21.7,1392,1364,1393.5,1360.3,2026-05-12 16:00:28
HDFCBANK,HDFCBANKEQN,755,-1.13,43937132,43937132,33115416388.4,763.65,19-Jun-2026,,1020.5,726.65,-8.65,756.6,750.45,759.7,747.8,2026-05-12 16:00:28
ICICIBANK,ICICIBANKEQN,1244.5,-1.73,21110708,21110708,26268898392.72,1266.4,12-Aug-2025,,1500,1187.6,-21.9,1256,1240.3,1259.9,1236.3,2026-05-12 16:00:28
SBIN,SBINEQN,976.1,0.26,25787092,25787092,25069952971.48,973.6,15-May-2026,,1234.7,779.1,2.5,976.9,974.6,981.4,962.4,2026-05-12 16:00:28
BHARTIARTL,BHARTIARTLEQN,1762.8,0.17,11945399,11945399,21072997829.89,1759.8,18-Jul-2025,,2174.5,1746.9,3,1751.5,1756.8,1776.5,1751.5,2026-05-12 16:00:28
INFY,INFYEQN,1139.7,-3.17,16891948,16891948,19209354346.12,1177,10-Jun-2026,,1728,1123,-37.3,1162,1140.3,1162,1123,2026-05-12 16:00:28
SILVERBEES,SILVERBEESEQN,251.6,4.27,71352382,71352382,18129926742.38,241.29,,,360,90.75,10.31,257.81,252.01,259.4,249.6,2026-05-12 16:00:28
BSE,BSEEQN,3855,-1.61,4056561,4056561,15814340796.06,3918,23-May-2025,,3994,2021.5,-63,3918,3851.9,3958.9,3840.3,2026-05-12 16:00:28
OIL,OILEQN,490,7.46,31731906,31731906,15554028364.02,456,18-Feb-2026,,524,384.6,34,472,490.95,499.4,471.65,2026-05-12 16:00:28
ONGC,ONGCEQN,294.2,4.7,52080828,52080828,15401342456.16,281,18-Feb-2026,,307.5,228.61,13.2,286.9,294.5,299.9,286.85,2026-05-12 16:00:28
HFCL,HFCLEQN,149,0.36,98852575,98852575,14870392857.25,148.46,08-Sep-2025,,153.55,59.82,0.54,150.54,147.78,153.55,146.7,2026-05-12 16:00:28
TCS,TCSEQN,2303.5,-3.74,6347884,6347884,14614669854.36,2392.9,25-May-2026,,3630.5,2283,-89.4,2375,2300.3,2375,2283,2026-05-12 16:00:28
VEDL,VEDLEQN,305.95,2.53,47596105,47596105,14534422583.85,298.4,30-Apr-2026,,795,268.7,7.55,298.1,305.05,309.9,298.1,2026-05-12 16:00:28
MCX,MCXEQN,3175,-0.4,4305796,4305796,13773294128.88,3187.9,02-Jan-2026,,3256,1155.7,-12.9,3200,3156.9,3256,3146.3,2026-05-12 16:00:28
SYRMA,SYRMAEQN,1079,-3.02,11303958,11303958,12600295903.44,1112.6,19-Sep-2025,,1188,500,-33.6,1155,1075.2,1188,1060.05,2026-05-12 16:00:28
HSCL,HSCLEQN,599,-2.75,19156210,19156210,11781452274.2,615.95,23-May-2025,,654.45,418.5,-16.95,615.5,607.7,628.6,598.8,2026-05-12 16:00:28
SASKEN,SASKENEQN,1804.9,10.42,6430891,6430891,11667501232.39,1634.6,13-Nov-2025,,1959,991,170.3,1708,1840.5,1959,1652.3,2026-05-12 16:00:28
IDEA,IDEAEQN,11.99,-1.56,919513608,919513608,10896236254.8,12.18,20-Aug-2024,,12.8,6.12,-0.19,12.04,11.89,12.11,11.63,2026-05-12 16:00:28
JINDRILL,JINDRILLEQN,579.5,9.26,17999572,17999572,10453251439,530.4,14-Aug-2025,,759.9,440.1,49.1,533.9,571.8,602.7,531.3,2026-05-12 16:00:28
