symbol,shortName,price,changePct,volume
UAA,"Under Armour, Inc.",5.03,-17.0,33151779
CAMT,Camtek Ltd.,174.625,-15.83,1385913
FLNC,"Fluence Energy, Inc.",21.28,-15.66,20087399
NVTS,Navitas Semiconductor Corporati,19.25,-15.01,46559427
HIMS,"Hims & Hers Health, Inc.",25.03,-14.1,53235211
FORM,"FormFactor, Inc.",132.02,-12.8,4187534
HUBG,"Hub Group, Inc.",36.62,-12.52,2294407
ACM,AECOM,69.95,-12.01,3698555
ASTS,"AST SpaceMobile, Inc.",72.96,-11.62,32551379
QCOM,QUALCOMM Incorporated,210.31,-11.46,38361369
INOD,Innodata Inc.,92.09,-11.31,4501459
BLLN,"BillionToOne, Inc.",94.23,-11.05,1287481
YSS,York Space Systems Inc.,31.97,-10.9,2877127
LIF,"Life360, Inc.",38.62,-10.77,2079181
MXL,"MaxLinear, Inc",91.93,-10.11,5869948
