type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,12-May-2026,Call,25000,0.05,1.75,-97.14,107531,234126,-126595,1341616,497.06872,497.06872,23379.55,OPTIDXNIFTY12-05-2026CE25000,OPTIDX,-54.07
SS,NIFTY,Index Options,12-May-2026,Call,25500,0.05,0.95,-94.74,43433,126406,-82973,504426,131.15076,131.15076,23379.55,OPTIDXNIFTY12-05-2026CE25500,OPTIDX,-65.64
SS,NIFTY,Index Options,12-May-2026,Call,24800,0.05,2.3,-97.83,49729,112918,-63189,764064,352.61553,352.61553,23379.55,OPTIDXNIFTY12-05-2026CE24800,OPTIDX,-55.96
SS,NIFTY,Index Options,12-May-2026,Call,24200,0.05,13.55,-99.63,106830,165106,-58276,3272857,3105.94129,3105.94129,23379.55,OPTIDXNIFTY12-05-2026CE24200,OPTIDX,-35.3
SS,NIFTY,Index Options,12-May-2026,Call,24300,0.05,8.45,-99.41,83531,135539,-52008,2882883,2304.86495,2304.86495,23379.55,OPTIDXNIFTY12-05-2026CE24300,OPTIDX,-38.37
SS,NIFTY,Index Options,12-May-2026,Call,24000,0.1,44.35,-99.77,143849,189489,-45640,5774903,9872.19667,9872.19667,23379.55,OPTIDXNIFTY12-05-2026CE24000,OPTIDX,-24.09
SS,NIFTY,Index Options,12-May-2026,Call,25200,0.05,1.25,-96,32948,73329,-40381,293850,84.0411,84.0411,23379.55,OPTIDXNIFTY12-05-2026CE25200,OPTIDX,-55.07
SS,NIFTY,Index Options,12-May-2026,Call,24900,0.05,1.95,-97.44,37216,77557,-40341,552031,211.70388,211.70388,23379.55,OPTIDXNIFTY12-05-2026CE24900,OPTIDX,-52.01
SS,NIFTY,Index Options,12-May-2026,Call,26000,0.05,0.65,-92.31,19964,58101,-38137,204238,38.49886,38.49886,23379.55,OPTIDXNIFTY12-05-2026CE26000,OPTIDX,-65.64
SS,NIFTY,Index Options,12-May-2026,Call,25400,0.05,1,-95,15725,53467,-37742,181752,46.07413,46.07413,23379.55,OPTIDXNIFTY12-05-2026CE25400,OPTIDX,-70.59
SS,NIFTY,Index Options,12-May-2026,Call,24750,0.05,2.65,-98.11,24082,60626,-36544,415357,205.18635,205.18635,23379.55,OPTIDXNIFTY12-05-2026CE24750,OPTIDX,-60.28
SS,NIFTY,Index Options,12-May-2026,Call,25100,0.05,1.35,-96.3,32584,68688,-36104,430524,134.32348,134.32348,23379.55,OPTIDXNIFTY12-05-2026CE25100,OPTIDX,-52.56
SS,NIFTY,Index Options,12-May-2026,Call,24500,0.05,4.7,-98.94,171266,203084,-31818,3186777,1947.12074,1947.12074,23379.55,OPTIDXNIFTY12-05-2026CE24500,OPTIDX,-15.67
SS,NIFTY,Index Options,12-May-2026,Call,24400,0.05,6,-99.17,101361,132224,-30863,2320623,1629.07734,1629.07734,23379.55,OPTIDXNIFTY12-05-2026CE24400,OPTIDX,-23.34
SS,NIFTY,Index Options,12-May-2026,Put,21200,0.05,0.3,-83.33,21878,52615,-30737,142930,13.00663,13.00663,23379.55,OPTIDXNIFTY12-05-2026PE21200,OPTIDX,-58.42
SS,NIFTY,Index Options,12-May-2026,Call,25300,0.05,1.1,-95.45,15882,46486,-30604,184883,52.87653,52.87653,23379.55,OPTIDXNIFTY12-05-2026CE25300,OPTIDX,-65.83
SS,NIFTY,Index Options,12-May-2026,Call,24600,0.05,3.6,-98.61,95856,125230,-29374,1522806,880.94327,880.94327,23379.55,OPTIDXNIFTY12-05-2026CE24600,OPTIDX,-23.46
SS,NIFTY,Index Options,12-May-2026,Call,24550,0.05,4.1,-98.78,26563,54355,-27792,745640,508.8993,508.8993,23379.55,OPTIDXNIFTY12-05-2026CE24550,OPTIDX,-51.13
SS,NIFTY,Index Options,12-May-2026,Call,24250,0.15,10.5,-98.57,42778,67108,-24330,1857956,1654.50981,1654.50981,23379.55,OPTIDXNIFTY12-05-2026CE24250,OPTIDX,-36.25
SS,NIFTY,Index Options,12-May-2026,Call,25600,0.05,0.75,-93.33,6982,31117,-24135,108872,32.55272,32.55272,23379.55,OPTIDXNIFTY12-05-2026CE25600,OPTIDX,-77.56
SS,NIFTY,Index Options,12-May-2026,Call,24150,0.05,17.7,-99.72,42468,64552,-22084,1961041,2090.4697,2090.4697,23379.55,OPTIDXNIFTY12-05-2026CE24150,OPTIDX,-34.21
SS,NIFTY,Index Options,12-May-2026,Call,24350,0.1,7.05,-98.58,45015,66420,-21405,1430380,1143.58881,1143.58881,23379.55,OPTIDXNIFTY12-05-2026CE24350,OPTIDX,-32.23
SS,NIFTY,Index Options,12-May-2026,Call,24450,0.1,5.25,-98.1,45098,62720,-17622,1242238,896.27471,896.27471,23379.55,OPTIDXNIFTY12-05-2026CE24450,OPTIDX,-28.1
SS,NIFTY,Index Options,12-May-2026,Call,23900,0.1,79.65,-99.87,116214,132667,-16453,5439471,17572.21106,17572.21106,23379.55,OPTIDXNIFTY12-05-2026CE23900,OPTIDX,-12.4
SS,NIFTY,Index Options,12-May-2026,Call,24050,0.1,32.65,-99.69,43434,58984,-15550,2650511,3600.71919,3600.71919,23379.55,OPTIDXNIFTY12-05-2026CE24050,OPTIDX,-26.36
