symbol,shortName,price,changePct,volume
IONS,"Ionis Pharmaceuticals, Inc.",64.27,-23.9,20244285
PLBL,Polibeli Group Ltd,6.42,-14.06,855877
GVA,Granite Construction Incorporat,125.58,-12.5,1788439
STUB,"StubHub Holdings, Inc.",11.52,-9.29,6574976
MDA,MDA Space Ltd.,35.39,-8.48,7768895
NTLA,"Intellia Therapeutics, Inc.",15.44,-8.31,7354412
RGC,Regencell Bioscience Holdings L,6.07,-6.47,594184
ROAD,"Construction Partners, Inc.",95.5,-6.28,1099990
AVAV,"AeroVironment, Inc.",148.4,-5.94,2286747
IRTC,"iRhythm Holdings, Inc.",117.915,-5.92,683108
INSW,"International Seaways, Inc.",82.98,-5.92,562373
AZN,AstraZeneca PLC,178.49,-5.7,6452037
BWLP,BW LPG Limited,19.06,-5.41,732967
CC,Chemours Company (The),17.39,-5.39,3497636
TARS,"Tarsus Pharmaceuticals, Inc.",64.14,-5.3,2101823
