changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
13007,28-Jul-2026,Stock Futures,472879,818.2,-,0.68,180166.80864,812.65,459872,0,HDFCBANK,180166.80864,RR,817,33809,FUTSTKHDFCBANK28-07-2026XX0,FUTSTK,2.83
5509,28-Jul-2026,Stock Futures,85844,377.4,-,1.74,86133.9312,370.95,80335,0,KOTAKBANK,86133.9312,RR,377.3,11514,FUTSTKKOTAKBANK28-07-2026XX0,FUTSTK,6.86
5064,28-Jul-2026,Index Options,14435,799.05,Call,25.34,18257.03523,637.5,9371,57500,BANKNIFTY,18257.03523,RR,57252.45,77070,OPTIDXBANKNIFTY28-07-2026CE57500,OPTIDX,54.04
4695,29-Sep-2026,Stock Futures,16180,827.5,-,0.66,26371.40382,822.1,11485,0,HDFCBANK,26371.40382,RR,817,4885,FUTSTKHDFCBANK29-09-2026XX0,FUTSTK,40.88
3973,25-Aug-2026,Stock Futures,14633,169.79,-,0.55,24370.9848,168.86,10660,0,WIPRO,24370.9848,RR,172.94,4782,FUTSTKWIPRO25-08-2026XX0,FUTSTK,37.27
3615,28-Jul-2026,Stock Options,4255,9.2,Call,75.24,1118.49974,5.25,640,1980,BHARTIARTL,1118.49974,RR,1935.1,15793,OPTSTKBHARTIARTL28-07-2026CE1980,OPTSTK,564.84
3494,28-Jul-2026,Stock Futures,64787,1919,-,1.94,163515.07074,1882.4,61293,0,BHARTIARTL,163515.07074,RR,1935.1,17851,FUTSTKBHARTIARTL28-07-2026XX0,FUTSTK,5.7
3454,28-Jul-2026,Stock Futures,23721,1132,-,5.7,63547.81875,1071,20267,0,LODHA,63547.81875,RR,1200,9165,FUTSTKLODHA28-07-2026XX0,FUTSTK,17.04
3387,28-Jul-2026,Stock Options,7135,20,Call,109.42,1585.03212,9.55,3748,1960,SUNPHARMA,1585.03212,RR,1940.7,21402,OPTSTKSUNPHARMA28-07-2026CE1960,OPTSTK,90.37
3229,28-Jul-2026,Stock Options,5424,71,Call,1.65,2434.36162,69.85,2195,2040,TCS,2434.36162,RR,2059,16850,OPTSTKTCS28-07-2026CE2040,OPTSTK,147.11
3096,28-Jul-2026,Stock Options,7619,16.8,Call,8.39,994.4828,15.5,4523,1310,RELIANCE,994.4828,RR,1280.9,10792,OPTSTKRELIANCE28-07-2026CE1310,OPTSTK,68.45
3070,29-Sep-2026,Stock Futures,12905,1299,-,0.58,21589.9014,1291.5,9835,0,RELIANCE,21589.9014,RR,1280.9,3309,FUTSTKRELIANCE29-09-2026XX0,FUTSTK,31.22
3024,28-Jul-2026,Stock Futures,205475,2053,-,0.45,94696.6545,2043.9,202451,0,TCS,94696.6545,RR,2059,20664,FUTSTKTCS28-07-2026XX0,FUTSTK,1.49
2835,28-Jul-2026,Stock Futures,76756,292.95,-,1.9,103660.70748,287.5,73921,0,ETERNAL,103660.70748,RR,292.45,14485,FUTSTKETERNAL28-07-2026XX0,FUTSTK,3.84
2815,28-Jul-2026,Stock Futures,32131,1198.25,-,1.79,55146.34636,1177.2,29316,0,NAUKRI,55146.34636,RR,1199.5,8331,FUTSTKNAUKRI28-07-2026XX0,FUTSTK,9.6
2697,28-Jul-2026,Stock Options,2994,17,Call,1445.45,8398.917,1.1,297,450,KALYANKJIL,8398.917,RR,439.75,44920,OPTSTKKALYANKJIL28-07-2026CE450,OPTSTK,908.08
2550,28-Jul-2026,Stock Options,11097,10.7,Call,7.54,1249.3208,9.95,8547,830,HDFCBANK,1249.3208,RR,817,17161,OPTSTKHDFCBANK28-07-2026CE830,OPTSTK,29.84
2484,28-Jul-2026,Stock Futures,78686,3906,-,0.17,77936.24832,3899.3,76202,0,LT,77936.24832,RR,3883,11348,FUTSTKLT28-07-2026XX0,FUTSTK,3.26
2476,28-Jul-2026,Index Options,3851,863.85,Call,27.28,9269.07481,678.7,1375,57400,BANKNIFTY,9269.07481,RR,57252.45,36313,OPTIDXBANKNIFTY28-07-2026CE57400,OPTIDX,180.07
2446,28-Jul-2026,Index Options,26771,229.2,Call,0.61,6560.71109,227.8,24325,24100,NIFTY,6560.71109,RR,23962.8,38221,OPTIDXNIFTY28-07-2026CE24100,OPTIDX,10.06
2293,28-Jul-2026,Stock Futures,225133,1283.6,-,0.52,112268.2194,1277,222840,0,RELIANCE,112268.2194,RR,1280.9,17427,FUTSTKRELIANCE28-07-2026XX0,FUTSTK,1.03
2261,29-Dec-2026,Index Options,31998,293.95,Call,0.2,1683.88593,293.35,29736,26000,NIFTY,1683.88593,RR,23962.8,8339,OPTIDXNIFTY29-12-2026CE26000,OPTIDX,7.6
2128,28-Jul-2026,Stock Futures,149954,1389.5,-,0.22,90658.95174,1386.4,147826,0,ICICIBANK,90658.95174,RR,1384,9297,FUTSTKICICIBANK28-07-2026XX0,FUTSTK,1.44
2075,28-Jul-2026,Stock Options,2724,149.85,Call,61.04,778.57119,93.05,649,3900,LTM,778.57119,RR,3872.6,4023,OPTSTKLTM28-07-2026CE3900,OPTSTK,319.72
1964,28-Jul-2026,Stock Futures,57489,1942.9,-,2.66,65357.35017,1892.5,55525,0,SUNPHARMA,65357.35017,RR,1940.7,9638,FUTSTKSUNPHARMA28-07-2026XX0,FUTSTK,3.54
