symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",17.06,0.54,3.27,123669642,94202909,11283230720
NVDA,NVIDIA Corporation,202.78,-1.34,-0.66,130728739,159531713,4911534178304
OPEN,Opendoor Technologies Inc,5.3,0.51,10.65,112036033,46204318,5113104384
NOK,Nokia Corporation Sponsored,12.9,0.95,7.95,97377647,111929932,72014692352
NU,Nu Holdings Ltd.,13.67,0.3,2.24,89120429,52611085,66032721920
INTC,Intel Corporation,112.54,2.3,2.09,98791391,135255337,565626011648
ONDS,Ondas Inc,7.65,0.13,1.73,82679311,69253519,4359265280
MARA,"MARA Holdings, Inc.",13.22,1.2,9.98,77560022,42860909,5040396288
RIVN,"Rivian Automotive, Inc.",18.12,1.46,8.76,83489927,33372240,24663470080
SOFI,"SoFi Technologies, Inc.",18.62,0.89,5.02,69837964,74185168,23884642304
WULF,TeraWulf Inc.,23.2,0.37,1.62,49386089,31319377,11496357888
T,AT&T Inc.,21.04,-0.08,-0.38,44740901,50746398,146193055744
SPCX,Space Exploration Technologies ,152.16,3.9,2.63,45094119,158957935,2004584366080
PATH,"UiPath, Inc.",11.8,0.38,3.33,98073136,41743080,6113819136
MU,"Micron Technology, Inc.",991.64,42.84,4.52,40544835,51454273,1119951388672
AAPL,Apple Inc.,316.22,2.83,0.9,44882363,54441152,4644435656704
PLUG,"Plug Power, Inc.",2.38,-0.08,-3.25,35939015,73026701,3320264448
F,Ford Motor Company,13.61,0.11,0.81,34564273,60352842,54231666688
JOBY,"Joby Aviation, Inc.",7.99,0.06,0.76,34366491,34605642,7859306496
IREN,IREN LIMITED,41.72,-1.28,-2.99,36857428,46699498,14909839360
RIG,Transocean Ltd (Switzerland),5.14,-0.09,-1.72,33154843,34208878,5688748032
TSLA,"Tesla, Inc.",406.55,12.62,3.2,36519720,53700329,1526889447424
KEEL,Keel Infrastructure Corp.,4.84,0.28,6.14,33046438,45823339,2922530816
ORCL,Oracle Corporation,144.22,3.73,2.65,31592040,29879104,415421530112
PLTR,Palantir Technologies Inc.,129.04,-3.18,-2.41,34989694,45318870,309349122048
