symbol,shortName,price,changePct,volume
LASR,"nLIGHT, Inc.",74.71,27.32,3968682
FRVO,Fervo Energy Company,27.35,16.04,3651870
BBIO,"BridgeBio Pharma, Inc.",90.17,15.12,19271752
TXG,"10x Genomics, Inc.",43.1,15.03,2965732
BTDR,Bitdeer Technologies Group,14.33,14.09,11802763
MAAS,Maase Inc.,16.0,14.04,190041
CHRN,ChronoScale Holdings Corporatio,20.34,12.87,312447
AEHR,Aehr Test Systems,76.21,12.26,2617099
ALGM,"Allegro MicroSystems, Inc.",57.38,11.49,4394183
MXL,"MaxLinear, Inc",95.8,11.33,2750180
BAND,Bandwidth Inc.,78.44,11.28,1902070
LITE,Lumentum Holdings Inc.,785.77,11.13,5450329
OPEN,Opendoor Technologies Inc,5.3,10.65,112036033
QGEN,Qiagen N.V.,41.99,10.5,12257541
ANDG,Andersen Group Inc.,43.46,10.3,415211
