symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
KALYANKJIL,KALYANKJILEQN,439.75,17.53,117145048,117145048,50057250460.88,374.15,04-Sep-2025,,617.7,327.05,65.6,380,443,448,377.85,2026-07-09 16:00:27
HDFCBANK,HDFCBANKEQN,817,0.83,39891798,39891798,32656622596.74,810.3,19-Jun-2026,,1020.5,726.65,6.7,813,817.55,822.85,812.3,2026-07-09 16:00:27
CUPID,CUPIDEQN,214.52,8.9,104267938,104267938,21814937988.36,196.98,09-Mar-2026,,226,21.29,17.54,196,210.01,216.86,196,2026-07-09 16:00:27
BHARTIARTL,BHARTIARTLEQN,1935.1,2.49,11145066,11145066,21611843283.24,1888.1,18-Jul-2025,,2174.5,1740.5,47,1902,1931.1,1966,1898.8,2026-07-09 16:00:27
LT,LTEQN,3883,-0.23,5117653,5117653,20044874446.93,3892.1,22-May-2026,,4440,3288.1,-9.1,3916,3886,3947.3,3867.8,2026-07-09 16:00:27
ICICIBANK,ICICIBANKEQN,1384,0.25,13948838,13948838,19346759329.24,1380.6,12-Aug-2025,,1500,1187.6,3.4,1382.9,1380.7,1403.6,1377.3,2026-07-09 16:00:27
RELIANCE,RELIANCEEQN,1280.9,0.39,14651963,14651963,18850189958.39,1275.9,05-Jun-2026,,1611.8,1253.2,5,1277.1,1279.8,1296.5,1274.2,2026-07-09 16:00:27
SWIGGY,SWIGGYEQN,281.8,7.8,55995424,55995424,15547689427.84,261.41,,,474,235.75,20.39,262,280.95,282.41,262,2026-07-09 16:00:27
ETERNAL,ETERNALEQN,292.45,2.01,49865056,49865056,14677779233.6,286.7,,,368.45,212.6,5.75,287.3,292.45,300.35,287.3,2026-07-09 16:00:27
KAYNES,KAYNESEQN,3447,7.36,3549385,3549385,12057047881.9,3210.7,08-Sep-2023,,7705,2995,236.3,3241.5,3429.1,3459.9,3241.1,2026-07-09 16:00:27
BAJFINANCE,BAJFINANCEEQN,1002.9,-0.74,11712515,11712515,11759365060,1010.4,30-Jun-2026,,1102.5,787.9,-7.5,1000,1003.8,1013.5,994.1,2026-07-09 16:00:27
KOTAKBANK,KOTAKBANKEQN,377.3,1.95,30720415,30720415,11466394898.75,370.1,14-Jan-2026,,453.2,345.5,7.2,371.5,377.15,377.95,368.4,2026-07-09 16:00:27
ITDC,ITDCEQN,727.65,0.59,15188110,15188110,11312256209.1,723.4,08-Sep-2025,,787.55,368,4.25,701,728.1,768.7,701,2026-07-09 16:00:27
DIXON,DIXONEQN,13465,4.11,825754,825754,11132774140.3,12934,16-Sep-2025,,18471,9600,531,13153,13477,13600,13153,2026-07-09 16:00:27
PCJEWELLER,PCJEWELLEREQN,9.86,2.49,1061536718,1061536718,10986905031.3,9.62,16-Dec-2024,,19.4,7.47,0.24,9.71,9.83,10.95,9.58,2026-07-09 16:00:27
DRREDDY,DRREDDYEQN,1271.2,-5.77,8410883,8410883,10888560914.14,1349,10-Jul-2026,,1414.9,1148.4,-77.8,1340,1269.5,1349,1261.1,2026-07-09 16:00:27
INFY,INFYEQN,1055.3,-1.31,9003333,9003333,9475377749.19,1069.3,10-Jun-2026,,1728,982.4,-14,1062.7,1050.8,1062.7,1040.4,2026-07-09 16:00:27
M&M,M&MEQN,3088,-0.47,2922682,2922682,9069520648.3,3102.5,03-Jul-2026,,3839.9,2896,-14.5,3101,3085.4,3139.7,3080.3,2026-07-09 16:00:27
JINDRILL,JINDRILLEQN,618.65,2.93,13720105,13720105,8819832298.2,601.05,14-Aug-2025,,693.5,440.1,17.6,613,620.75,659.4,612,2026-07-09 16:00:27
BSE,BSEEQN,3811.8,1.94,2319842,2319842,8819088148.78,3739.1,10-Jul-2026,,4446.8,2021.5,72.7,3762,3805.7,3852,3760.6,2026-07-09 16:00:27
