symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
MASTEK,EQ,1933.9,322.3,  20.00,20,1933.9,1615,2614,1334.2,54.4906,1002.8722477
SUNSHINE,EQ,429.1,61,  16.57,20,441.7,369,441.7,363.6,114.91099,481.902218763
PRECWIRE,EQ,507.35,84.55,  20.00,20,507.35,421.7,507.35,170.15,85.61415,416.07620758499996
MOREPENLAB,EQ,106.37,9.67,  10.00,10,106.37,96.06,106.37,33.05,390.01643,400.390867038
XTRANET,EQ,197.11,32.85,  20.00,20,197.11,163,197.11,122.5,54.28284,101.937745236
EBGNG,EQ,630.1,49.85,   8.59,10,638.25,578,689.5,239,13.46148,83.74117478400001
QPOWER,EQ,1431.2,68.1,   5.00,5,1431.2,1359.7,1441,581,5.82162,82.53136025399999
JUSTDIAL,EQ,704.55,64.05,  10.00,10,704.55,653.35,878.6,480.5,7.39937,51.752673654
KRN,EQ,1612.1,76.7,   5.00,5,1612.1,1539.9,1612.1,589.8,3.14773,49.974935345
SETL,EQ,364.2,17.3,   4.99,5,364.2,351.1,364.2,104.56,7.9747,28.84688231
BLISSGVS,BE,588.1,28,   5.00,5,588.1,558,602.45,118,4.59003,26.288019816
VIDYAWIRES,EQ,90.06,4.26,   4.97,5,90.09,86.37,117.35,42.51,25.54647,22.881973179
BODALCHEM,BE,99.19,4.72,   5.00,5,99.19,91.8,99.19,42.81,15.98996,15.730922647999998
SHAHALLOYS,EQ,103.15,17.19,  20.00,20,103.15,87,103.15,53.1,13.90957,13.919306699000002
PVP,EQ,65.22,3.1,   4.99,5,65.22,63.9,65.22,20.1,17.39968,11.325451712000001
ONIXSOLAR,EQ,316.05,15.05,   5.00,5,316.05,305.35,393.95,262.45,3.54364,11.158213631999999
MON100,EQ,327.1,0.16,   0.05,20,327.1,327.1,342.55,200.65,3.37871,11.05176041
RAMCOSYS,EQ,578.95,22.75,   4.09,5,584,556.25,967.5,342.1,1.77179,10.188146858
GATECH,BE,1.07,0.05,   4.90,5,1.07,1.06,1.07,0.4,895.38442,9.491074851999999
EXXARO,EQ,7.42,1.23,  19.87,20,7.42,6.2,10.33,5.99,120.72793,8.897648441
STLNETWORK,EQ,27.28,1.29,   4.96,5,27.28,25.7,35.4,15.75,19.716,5.3174052
KOPRAN,BE,201,8.28,   4.30,5,202.35,191,219,107,2.52164,5.0702615479999995
BHAGERIA,BE,238.75,11.36,   5.00,5,238.75,225,244.6,127.51,1.84545,4.38146739
JAYBARMARU,EQ,127,4.42,   3.61,5,128.7,123.21,207,74.15,2.83574,3.5894796920000003
AAREYDRUGS,EQ,89.01,4.23,   4.99,5,89.01,86.1,100,50.31,3.7996,3.36492576
FRESHARA,ST,437,10.6,   2.49,5,447.7,416.05,447.7,130,0.714,3.0735558
