symbol,shortName,price,changePct,volume
OKTA,"Okta, Inc.",172.91,28.63,16326436
CRWD,"CrowdStrike Holdings, Inc.",227.96,20.5,23369966
VEEV,Veeva Systems Inc.,282.13,15.2,6408234
SNPS,"Synopsys, Inc.",464.89,13.39,4068779
FIG,"Figma, Inc.",30.62,13.28,27511908
PANW,"Palo Alto Networks, Inc.",382.85,12.83,7294515
SAIL,"SailPoint, Inc.",20.45,12.24,8438179
FROG,JFrog Ltd.,104.03,12.1,3822238
MAAS,Maase Inc.,16.54,11.83,126438
TENB,"Tenable Holdings, Inc.",37.62,11.76,8232803
MSTR,Strategy Inc,137.4,11.54,43908722
RBRK,"Rubrik, Inc.",107.02,11.33,7884656
BB,BlackBerry Limited,8.65,11.04,14144783
PURR,Hyperliquid Strategies Inc,12.83,10.99,42218957
SRPT,"Sarepta Therapeutics, Inc.",21.59,10.95,7911385
