symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,227.98,18.32,8.74,297197891,141721396,5505032912896
INTC,Intel Corporation,92.09,3.85,4.36,99979854,118690406,486797410304
ONDS,Ondas Inc,8.75,0.53,6.45,85462024,83654473,4992332800
PATH,"UiPath, Inc.",18.33,1.57,9.37,72013086,67587538,9497144320
NOK,Nokia Corporation Sponsored,10.59,0.18,1.73,68696632,96545714,59289649152
AAL,"American Airlines Group, Inc.",13.72,-0.12,-0.87,65461563,106093092,9082227712
MARA,"MARA Holdings, Inc.",11.87,0.65,5.79,59731924,46883685,4585372672
SPCX,Space Exploration Technologies ,140.87,1.24,0.89,54965745,114732396,1856917340160
PLUG,"Plug Power, Inc.",2.27,0.1,4.61,50722833,57546957,3171633152
BMNR,"BitMine Immersion Technologies,",25.63,0.72,2.89,55851488,38803304,15460690944
NU,Nu Holdings Ltd.,14.88,-0.29,-1.91,47683893,77399485,71880646656
KEEL,Keel Infrastructure Corp.,3.51,0.15,4.46,47331335,45290725,2167681792
RIG,Transocean Ltd (Switzerland),5.74,0.14,2.5,44256207,38447198,6410891776
BAC,Bank of America Corporation,61.17,-1.06,-1.7,44491001,33800401,427746426880
PURR,Hyperliquid Strategies Inc,12.83,1.27,10.99,42218957,15719565,2573232128
SMCI,"Super Micro Computer, Inc.",38.46,1.07,2.86,41299878,58679525,24878735360
PLTR,Palantir Technologies Inc.,185.93,8.43,4.75,40613863,42916415,446800625664
MSTR,Strategy Inc,137.4,14.21,11.54,43908722,23248584,54586499072
CDE,"Coeur Mining, Inc.",22.21,0.77,3.59,37637268,38405017,22830434304
ABEV,Ambev S.A.,2.88,-0.02,-0.69,36342250,28305330,44409597952
SMR,NuScale Power Corporation,9.74,0.47,5.07,37799732,33797115,3997193984
AMZN,"Amazon.com, Inc.",256.26,-4.02,-1.54,35779842,49156103,2764100599808
SOFI,"SoFi Technologies, Inc.",19.18,0.34,1.8,37441282,74929465,24772319232
CIFR,Cipher Digital Inc.,16.77,0.75,4.68,35412558,29538093,6960065536
F,Ford Motor Company,13.95,0.05,0.36,37625967,52855855,55626960896
