type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,NIFTY,Index Options,19-May-2026,Put,24000,381.45,373.5,2.13,12228,18489,-6261,391754,71620.07452,71620.07452,23618,OPTIDXNIFTY19-05-2026PE24000,OPTIDX,-33.86
SR,BANKNIFTY,Index Options,26-May-2026,Put,60000,6513,6317.55,3.09,23810,28135,-4325,5090,9628.89552,9628.89552,53409.15,OPTIDXBANKNIFTY26-05-2026PE60000,OPTIDX,-15.37
SR,HCLTECH,Stock Futures,26-May-2026,-,0,1177.9,1147.7,2.63,118697,122523,-3826,22256,92023.21856,92023.21856,1180,FUTSTKHCLTECH26-05-2026XX0,FUTSTK,-3.12
SR,TCS,Stock Options,26-May-2026,Call,2300,38.3,22.55,69.84,5788,8230,-2442,28928,2504.87552,2504.87552,2330,OPTSTKTCS26-05-2026CE2300,OPTSTK,-29.67
SR,COFORGE,Stock Options,26-May-2026,Call,1360,65.6,28.15,133.04,1400,3461,-2061,6278,1501.30522,1501.30522,1411.9,OPTSTKCOFORGE26-05-2026CE1360,OPTSTK,-59.55
SR,INFY,Stock Options,26-May-2026,Call,1180,22.8,7.45,206.04,3822,5765,-1943,25364,2322.32784,2322.32784,1194,OPTSTKINFY26-05-2026CE1180,OPTSTK,-33.7
SR,HCLTECH,Stock Options,26-May-2026,Call,1200,9.7,4.65,108.6,4967,6641,-1674,25801,1182.07281,1182.07281,1180,OPTSTKHCLTECH26-05-2026CE1200,OPTSTK,-25.21
SR,HCLTECH,Stock Options,26-May-2026,Call,1300,1.25,0.9,38.89,9754,11423,-1669,8265,49.46602,49.46602,1180,OPTSTKHCLTECH26-05-2026CE1300,OPTSTK,-14.61
SR,NIFTY,Index Options,19-May-2026,Put,24200,583.9,559.45,4.37,3540,5141,-1601,14535,4535.29791,4535.29791,23618,OPTIDXNIFTY19-05-2026PE24200,OPTIDX,-31.14
SR,INFY,Stock Options,26-May-2026,Call,1250,3.95,1.65,139.39,4855,6374,-1519,16816,305.37856,305.37856,1194,OPTSTKINFY26-05-2026CE1250,OPTSTK,-23.83
SR,NIFTY,Index Options,19-May-2026,Put,25000,1384.95,1362.6,1.64,1460,2947,-1487,3043,2598.19556,2598.19556,23618,OPTIDXNIFTY19-05-2026PE25000,OPTIDX,-50.46
SR,DIXON,Stock Futures,26-May-2026,-,0,11011,10787,2.08,56147,57617,-1470,8993,49572.83334,49572.83334,11015,FUTSTKDIXON26-05-2026XX0,FUTSTK,-2.55
SR,LTM,Stock Options,26-May-2026,Call,4500,14.3,6.05,136.36,1672,3071,-1399,7242,152.95104,152.95104,4255,OPTSTKLTM26-05-2026CE4500,OPTSTK,-45.56
SR,KPITTECH,Stock Options,26-May-2026,Call,800,3,1.55,93.55,4614,6006,-1392,7188,86.75916,86.75916,745.55,OPTSTKKPITTECH26-05-2026CE800,OPTSTK,-23.18
SR,NIFTY,Index Options,19-May-2026,Put,23950,331.95,328.75,0.97,1799,3168,-1369,270059,40063.11762,40063.11762,23618,OPTIDXNIFTY19-05-2026PE23950,OPTIDX,-43.21
SR,BANKNIFTY,Index Options,26-May-2026,Put,56000,2561.9,2397.25,6.87,20227,21593,-1366,3468,2483.62207,2483.62207,53409.15,OPTIDXBANKNIFTY26-05-2026PE56000,OPTIDX,-6.33
SR,BSE,Stock Options,26-May-2026,Call,4100,138,92.45,49.27,1034,2359,-1325,8893,4896.59696,4896.59696,4198.9,OPTSTKBSE26-05-2026CE4100,OPTSTK,-56.17
SR,VOLTAS,Stock Futures,26-May-2026,-,0,1302,1251,4.08,27419,28737,-1318,6816,33076.6848,33076.6848,1301,FUTSTKVOLTAS26-05-2026XX0,FUTSTK,-4.59
SR,WIPRO,Stock Options,26-May-2026,Call,190,5.88,4.03,45.91,1966,3265,-1299,4886,964.4964,964.4964,195.5,OPTSTKWIPRO26-05-2026CE190,OPTSTK,-39.79
SR,COFORGE,Stock Options,26-May-2026,Call,1400,38.25,14.2,169.37,2323,3586,-1263,27498,4264.9398,4264.9398,1411.9,OPTSTKCOFORGE26-05-2026CE1400,OPTSTK,-35.22
SR,INFY,Stock Options,26-May-2026,Call,1300,1.45,0.85,70.59,8740,9963,-1223,14310,100.7424,100.7424,1194,OPTSTKINFY26-05-2026CE1300,OPTSTK,-12.28
SR,INFY,Stock Options,26-May-2026,Call,1200,13.5,4.45,203.37,11069,12249,-1180,57333,3373.47372,3373.47372,1194,OPTSTKINFY26-05-2026CE1200,OPTSTK,-9.63
SR,BSE,Stock Options,26-May-2026,Call,4000,211.95,151,40.36,2093,3240,-1147,4780,4126.87275,4126.87275,4198.9,OPTSTKBSE26-05-2026CE4000,OPTSTK,-35.4
SR,BHARTIARTL,Stock Options,26-May-2026,Put,1900,15.15,9.6,57.81,3000,4132,-1132,9219,568.83534,568.83534,1911,OPTSTKBHARTIARTL26-05-2026PE1900,OPTSTK,-27.4
SR,INFY,Stock Options,26-May-2026,Call,1170,28.45,9.8,190.31,2065,3058,-993,7860,891.6384,891.6384,1194,OPTSTKINFY26-05-2026CE1170,OPTSTK,-32.47
