symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
AUTOIND,EQ,88,10.38,  13.37,20,93.14,78.63,96.39,48.35,48.56471,43.708239
AXISCADES,EQ,2046,36.9,   1.84,5,2109.5,2016.5,2211,889.85,1.28173,26.540911283
WEBELSOLAR,EQ,105.57,5.02,   4.99,5,105.57,99.59,157.3,50.4,19.99325,20.79298
E2E,EQ,3175.6,151.2,   5.00,5,3175.6,2950,3894.7,1833.6,0.62094,19.321852074000002
MICEL,EQ,44.27,2.1,   4.98,5,44.27,40.57,82.97,29.97,23.9872,10.54717184
MON100,EQ,327.27,-4.35,  -1.31,20,327.27,326.82,331.62,175.71,3.00004,9.817930904
LUXIND,EQ,1393,61.7,   4.63,5,1397.8,1320,1823.35,824.05,0.69159,9.534052263
TIRUPATIFL,BE,43.17,2.05,   4.99,5,43.17,43.17,52,30.11,12.62152,5.448710184
BCG,EQ,9.54,0.45,   4.95,5,9.54,9.12,22,7.97,45.05521,4.208156614
UNIMECH,EQ,935,6,   0.65,5,975.4,929,1397,695,0.40594,3.8606517759999996
ELITECON,EQ,30.19,1.43,   4.97,5,30.19,28.76,46.4,28.58,11.34033,3.400964967
MCLEODRUSS,BE,69.05,3.28,   4.99,5,69.05,69.05,69.05,28.5,4.7688,3.2928564
VENUSREM,EQ,1005.2,47.85,   5.00,5,1005.2,969,1088.8,314.55,0.29822,2.983005194
MAFANG,EQ,194.8,-3.09,  -1.56,20,194.8,191.95,197.89,129.58,1.51695,2.9548669050000003
VIVIDEL,ST,945.75,45,   5.00,5,945.75,870,950,556,0.3168,2.94421248
BGRENERGY,BE,268.1,12.75,   4.99,5,268.1,255,490.8,94,0.80587,2.1189545780000003
KESORAMIND,BE,12.27,0.58,   4.96,5,12.27,11.2,14.26,4.55,15.18671,1.823923871
SUPREMEPWR,ST,233,9.3,   4.16,5,234.85,217.2,291.35,128.65,0.695,1.6148325
E2ERAIL,ST,267.8,12.45,   4.88,5,268.1,256,347.1,171,0.568,1.5162192
