type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,NIFTY,Index Options,19-May-2026,Call,23650,0.05,104.15,-99.95,441668,46780,394888,22486323,470346.41819,470346.41819,23618,OPTIDXNIFTY19-05-2026CE23650,OPTIDX,844.14
RS,NIFTY,Index Options,19-May-2026,Put,23600,0.05,92.7,-99.95,417044,105580,311464,35359205,165940.74906,165940.74906,23618,OPTIDXNIFTY19-05-2026PE23600,OPTIDX,295
RS,NIFTY,Index Options,19-May-2026,Call,23700,0.05,81.85,-99.94,325936,85854,240082,37152321,801747.08718,801747.08718,23618,OPTIDXNIFTY19-05-2026CE23700,OPTIDX,279.64
RS,NIFTY,Index Options,19-May-2026,Call,23750,0.05,62.15,-99.92,206833,42253,164580,31569128,507663.14736,507663.14736,23618,OPTIDXNIFTY19-05-2026CE23750,OPTIDX,389.51
RS,NIFTY,Index Options,19-May-2026,Put,23650,31.95,114.4,-72.07,173141,40984,132157,37464170,426885.48506,426885.48506,23618,OPTIDXNIFTY19-05-2026PE23650,OPTIDX,322.46
RS,NIFTY,Index Options,19-May-2026,Call,23600,17.95,131.7,-86.37,150941,68272,82669,9513041,474210.82428,474210.82428,23618,OPTIDXNIFTY19-05-2026CE23600,OPTIDX,121.09
RS,NIFTY,Index Options,19-May-2026,Call,23850,0.05,33.05,-99.85,115963,44400,71563,13972180,88639.50992,88639.50992,23618,OPTIDXNIFTY19-05-2026CE23850,OPTIDX,161.18
RS,NIFTY,Index Options,19-May-2026,Put,23750,131.4,168.85,-22.18,73819,13806,60013,18187643,718302.77264,718302.77264,23618,OPTIDXNIFTY19-05-2026PE23750,OPTIDX,434.69
RS,NIFTY,Index Options,19-May-2026,Put,23550,0.05,74.2,-99.93,102772,47349,55423,14154096,51612.91106,51612.91106,23618,OPTIDXNIFTY19-05-2026PE23550,OPTIDX,117.05
RS,NIFTY,Index Options,19-May-2026,Call,23800,0.05,44.85,-99.89,168711,121795,46916,25653210,289637.5675,289637.5675,23618,OPTIDXNIFTY19-05-2026CE23800,OPTIDX,38.52
RS,NIFTY,Index Options,26-May-2026,Call,23700,170.1,243.05,-30.01,77963,33517,44446,481269,71055.03642,71055.03642,23618,OPTIDXNIFTY26-05-2026CE23700,OPTIDX,132.61
RS,NIFTY,Index Options,19-May-2026,Call,23950,0.05,16.75,-99.7,93240,51926,41314,7189488,15281.25674,15281.25674,23618,OPTIDXNIFTY19-05-2026CE23950,OPTIDX,79.56
RS,NIFTY,Index Options,26-May-2026,Put,22800,28.65,52.85,-45.79,62517,23158,39359,182887,3126.45326,3126.45326,23618,OPTIDXNIFTY26-05-2026PE22800,OPTIDX,169.96
RS,NIFTY,Index Options,26-May-2026,Call,24000,67.8,119.95,-43.48,133250,94216,39034,409052,26492.66183,26492.66183,23618,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,41.43
RS,NIFTY,Index Options,26-May-2026,Put,21000,2.2,4.6,-52.17,69979,33410,36569,94365,153.95649,153.95649,23618,OPTIDXNIFTY26-05-2026PE21000,OPTIDX,109.46
RS,NIFTY,Index Options,19-May-2026,Call,24150,0.05,5.35,-99.07,65109,28798,36311,1190084,487.33939,487.33939,23618,OPTIDXNIFTY19-05-2026CE24150,OPTIDX,126.09
RS,NIFTY,Index Options,19-May-2026,Put,23700,81.75,139.3,-41.31,80627,44648,35979,38589513,879165.57992,879165.57992,23618,OPTIDXNIFTY19-05-2026PE23700,OPTIDX,80.58
RS,NIFTY,Index Options,26-May-2026,Put,22500,12.5,29.85,-58.12,108544,73645,34899,241767,2143.50622,2143.50622,23618,OPTIDXNIFTY26-05-2026PE22500,OPTIDX,47.39
RS,NIFTY,Index Options,26-May-2026,Call,25000,2.65,5.65,-53.1,119557,85585,33972,274230,613.17828,613.17828,23618,OPTIDXNIFTY26-05-2026CE25000,OPTIDX,39.69
RS,NIFTY,Index Options,26-May-2026,Call,24800,4.25,9.55,-55.5,56625,23329,33296,137515,462.11915,462.11915,23618,OPTIDXNIFTY26-05-2026CE24800,OPTIDX,142.72
RS,NIFTY,Index Options,26-May-2026,Put,23700,268,291.5,-8.06,60533,28847,31686,448759,66797.77715,66797.77715,23618,OPTIDXNIFTY26-05-2026PE23700,OPTIDX,109.84
RS,NIFTY,Index Options,26-May-2026,Call,24700,5.8,13.3,-56.39,51661,22695,28966,155553,722.93256,722.93256,23618,OPTIDXNIFTY26-05-2026CE24700,OPTIDX,127.63
RS,NIFTY,Index Options,19-May-2026,Call,24050,0.05,9.15,-99.45,78720,50129,28591,3424770,3339.15075,3339.15075,23618,OPTIDXNIFTY19-05-2026CE24050,OPTIDX,57.03
RS,NIFTY,Index Options,26-May-2026,Call,24050,55.85,103.65,-46.12,34400,6153,28247,94925,4742.35807,4742.35807,23618,OPTIDXNIFTY26-05-2026CE24050,OPTIDX,459.08
RS,NIFTY,Index Options,26-May-2026,Call,25500,1.05,1.75,-40,75145,48631,26514,127408,104.34715,104.34715,23618,OPTIDXNIFTY26-05-2026CE25500,OPTIDX,54.52
