type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,19-May-2026,Put,22000,0.05,1.7,-97.06,57078,148920,-91842,437421,99.51327,99.51327,23618,OPTIDXNIFTY19-05-2026PE22000,OPTIDX,-61.67
SS,NIFTY,Index Options,19-May-2026,Put,22500,0.05,2.8,-98.21,75100,163522,-88422,1156271,308.14622,308.14622,23618,OPTIDXNIFTY19-05-2026PE22500,OPTIDX,-54.07
SS,NIFTY,Index Options,19-May-2026,Put,21100,0.05,0.95,-94.74,16223,85135,-68912,206481,26.84253,26.84253,23618,OPTIDXNIFTY19-05-2026PE21100,OPTIDX,-80.94
SS,NIFTY,Index Options,19-May-2026,Put,23300,0.05,23.55,-99.79,107088,155166,-48078,4137444,5082.84995,5082.84995,23618,OPTIDXNIFTY19-05-2026PE23300,OPTIDX,-30.98
SS,NIFTY,Index Options,19-May-2026,Put,22600,0.05,3.1,-98.39,39648,84730,-45082,606521,181.34977,181.34977,23618,OPTIDXNIFTY19-05-2026PE22600,OPTIDX,-53.21
SS,NIFTY,Index Options,19-May-2026,Put,22300,0.05,2.2,-97.73,34481,78368,-43887,209055,59.78973,59.78973,23618,OPTIDXNIFTY19-05-2026PE22300,OPTIDX,-56
SS,NIFTY,Index Options,19-May-2026,Put,22400,0.05,2.45,-97.96,16463,59226,-42763,259667,74.26476,74.26476,23618,OPTIDXNIFTY19-05-2026PE22400,OPTIDX,-72.2
SS,NIFTY,Index Options,19-May-2026,Put,22200,0.05,2,-97.5,18100,59879,-41779,269082,69.96132,69.96132,23618,OPTIDXNIFTY19-05-2026PE22200,OPTIDX,-69.77
SS,NIFTY,Index Options,19-May-2026,Put,23400,0.05,36.95,-99.86,141567,183286,-41719,6761063,12964.3383,12964.3383,23618,OPTIDXNIFTY19-05-2026PE23400,OPTIDX,-22.76
SS,NIFTY,Index Options,19-May-2026,Put,23000,0.05,7.4,-99.32,153626,191868,-38242,2971224,1487.09761,1487.09761,23618,OPTIDXNIFTY19-05-2026PE23000,OPTIDX,-19.93
SS,NIFTY,Index Options,19-May-2026,Call,23500,117.8,198.1,-40.54,31199,61705,-30506,1304883,172094.49445,172094.49445,23618,OPTIDXNIFTY19-05-2026CE23500,OPTIDX,-49.44
SS,NIFTY,Index Options,19-May-2026,Put,21200,0.05,0.95,-94.74,11028,41255,-30227,129398,17.66282,17.66282,23618,OPTIDXNIFTY19-05-2026PE21200,OPTIDX,-73.27
SS,NIFTY,Index Options,19-May-2026,Call,24800,0.05,1.1,-95.45,32050,61245,-29195,312730,71.14607,71.14607,23618,OPTIDXNIFTY19-05-2026CE24800,OPTIDX,-47.67
SS,NIFTY,Index Options,19-May-2026,Put,21500,0.05,1.1,-95.45,18546,45039,-26493,104582,18.35414,18.35414,23618,OPTIDXNIFTY19-05-2026PE21500,OPTIDX,-58.82
SS,NIFTY,Index Options,19-May-2026,Put,22250,0.05,2.2,-97.73,7706,32749,-25043,139938,38.20307,38.20307,23618,OPTIDXNIFTY19-05-2026PE22250,OPTIDX,-76.47
SS,NIFTY,Index Options,19-May-2026,Put,23350,0.05,29.95,-99.83,68123,93128,-25005,3860495,5846.71967,5846.71967,23618,OPTIDXNIFTY19-05-2026PE23350,OPTIDX,-26.85
SS,NIFTY,Index Options,19-May-2026,Call,24500,0.05,1.8,-97.22,129437,154292,-24855,1315571,367.70209,367.70209,23618,OPTIDXNIFTY19-05-2026CE24500,OPTIDX,-16.11
SS,NIFTY,Index Options,19-May-2026,Put,22800,0.05,4.35,-98.85,87784,110232,-22448,1254447,505.54214,505.54214,23618,OPTIDXNIFTY19-05-2026PE22800,OPTIDX,-20.36
SS,NIFTY,Index Options,19-May-2026,Call,23400,218,275.5,-20.87,11854,29107,-17253,203069,40723.05112,40723.05112,23618,OPTIDXNIFTY19-05-2026CE23400,OPTIDX,-59.27
SS,NIFTY,Index Options,19-May-2026,Put,23100,0.05,10.1,-99.5,81327,98511,-17184,2006443,1265.06231,1265.06231,23618,OPTIDXNIFTY19-05-2026PE23100,OPTIDX,-17.44
SS,NIFTY,Index Options,19-May-2026,Put,22550,0.05,2.95,-98.31,9912,26705,-16793,158538,45.34186,45.34186,23618,OPTIDXNIFTY19-05-2026PE22550,OPTIDX,-62.88
SS,NIFTY,Index Options,19-May-2026,Put,22650,0.05,3.35,-98.51,16051,31934,-15883,277970,77.69261,77.69261,23618,OPTIDXNIFTY19-05-2026PE22650,OPTIDX,-49.74
SS,NIFTY,Index Options,19-May-2026,Call,25000,0.05,0.8,-93.75,71375,86868,-15493,421733,87.72046,87.72046,23618,OPTIDXNIFTY19-05-2026CE25000,OPTIDX,-17.84
SS,NIFTY,Index Options,19-May-2026,Put,21800,0.05,1.35,-96.3,6839,21372,-14533,78236,15.25602,15.25602,23618,OPTIDXNIFTY19-05-2026PE21800,OPTIDX,-68
SS,NIFTY,Index Options,19-May-2026,Put,22100,0.05,1.9,-97.37,11648,24840,-13192,99399,28.42811,28.42811,23618,OPTIDXNIFTY19-05-2026PE22100,OPTIDX,-53.11
