symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,110.8,2.63,2.43,145931345,116102537,556880822272
NVDA,NVIDIA Corporation,220.61,-1.71,-0.77,139083506,171196970,5343290064896
NOK,Nokia Corporation Sponsored,13.67,-0.07,-0.51,79475685,84918531,76313239552
AAL,"American Airlines Group, Inc.",12.06,-0.3,-2.43,67146318,66143322,7976305152
SOFI,"SoFi Technologies, Inc.",15.23,-0.48,-3.06,63479852,66796577,19536148480
MU,"Micron Technology, Inc.",698.74,17.2,2.52,61031215,44973352,787992870912
ONDS,Ondas Inc,9.125,-0.57,-5.93,55343289,75087352,4523834368
NOW,"ServiceNow, Inc.",101.83,-1.59,-1.54,55176899,22934665,105018097664
ACHR,Archer Aviation Inc.,5.91,-0.01,-0.17,49456093,31910229,4508531200
RDW,Redwire Corporation,13.91,-0.05,-0.36,46654305,24086093,2766959360
NU,Nu Holdings Ltd.,12.29,0.0,0.0,50485190,53487050,59750797312
PLUG,"Plug Power, Inc.",3.31,-0.14,-4.06,44732845,82950718,4617678336
TSLA,"Tesla, Inc.",404.11,-5.88,-1.43,44824479,62842193,1517725417472
PATH,"UiPath, Inc.",10.55,-0.09,-0.85,42208835,32090008,5490677760
AMZN,"Amazon.com, Inc.",259.34,-5.52,-2.08,40091649,46267631,2789748768768
RIVN,"Rivian Automotive, Inc.",12.9,-0.45,-3.37,40640095,27262836,17322977280
BBD,Banco Bradesco Sa,3.43,-0.08,-2.28,36954165,37707152,36257542144
F,Ford Motor Company,13.06,0.03,0.23,36931441,56808831,52040089600
GRAB,Grab Holdings Limited,3.5,-0.04,-1.13,40281694,48923500,14314999808
RKT,"Rocket Companies, Inc.",12.67,-0.37,-2.84,36129665,26101054,35848876032
MARA,"MARA Holdings, Inc.",12.44,0.26,2.13,35175970,47343970,4743004672
RIG,Transocean Ltd (Switzerland),7.45,-0.13,-1.72,37836962,36226654,8317486592
AMD,"Advanced Micro Devices, Inc.",414.05,-6.94,-1.65,37434111,38982119,675150168064
CLSK,"CleanSpark, Inc.",14.69,1.25,9.3,34190164,19965188,3769580288
IREN,IREN LIMITED,47.74,-2.72,-5.39,36449323,39903368,17061259264
