symbol,shortName,price,changePct,volume
BW,"Babcock & Wilcox Enterprises, I",18.91,30.05,9167377
POET,POET Technologies Inc.,13.9,27.09,80618998
LQDA,Liquidia Corporation,53.13,25.35,6861722
NVTS,Navitas Semiconductor Corporati,22.65,24.45,68768289
AAOI,"Applied Optoelectronics, Inc.",184.9,24.14,16187787
INOD,Innodata Inc.,103.83,22.37,11195046
VICR,Vicor Corporation,312.96,22.03,1775226
NBTX,Nanobiotix S.A.,53.55,17.72,203709
LITE,Lumentum Holdings Inc.,1053.09,16.57,9401821
HIMX,"Himax Technologies, Inc.",20.65,16.08,13431005
CRCL,"Circle Internet Group, Inc.",131.76,15.91,44862919
IONQ,"IonQ, Inc.",56.89,15.54,61038663
LASR,"nLIGHT, Inc.",84.95,14.94,2386340
BLLN,"BillionToOne, Inc.",105.94,13.96,1097784
HYMC,Hycroft Mining Holding Corporat,43.71,13.71,4181055
