symbol,regPrice,postPrice,postChange,direction
ASTS,82.55,73.1,-11.45,DOWN
GTLB,25.64,23.65,-7.76,DOWN
SMCI,33.52,34.3,2.33,UP
IREN,55.15,56.3,2.09,UP
