type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,NIFTY,Index Options,12-May-2026,Put,24200,363.95,135.8,168,33197,100861,-67664,571666,109096.73944,109096.73944,23815.85,OPTIDXNIFTY12-05-2026PE24200,OPTIDX,-67.09
SR,NIFTY,Index Options,12-May-2026,Put,24000,186.05,62.15,199.36,55485,111450,-55965,4956270,467933.84137,467933.84137,23815.85,OPTIDXNIFTY12-05-2026PE24000,OPTIDX,-50.22
SR,NIFTY,Index Options,12-May-2026,Put,24100,269.5,93.6,187.93,22636,62019,-39383,1163092,160652.0825,160652.0825,23815.85,OPTIDXNIFTY12-05-2026PE24100,OPTIDX,-63.5
SR,NIFTY,Index Options,12-May-2026,Put,24150,313.25,113.55,175.87,9836,36440,-26604,269624,43880.49712,43880.49712,23815.85,OPTIDXNIFTY12-05-2026PE24150,OPTIDX,-73.01
SR,NIFTY,Index Options,12-May-2026,Put,24300,457,189,141.8,27369,51221,-23852,185693,46176.37115,46176.37115,23815.85,OPTIDXNIFTY12-05-2026PE24300,OPTIDX,-46.57
SR,NIFTY,Index Options,12-May-2026,Put,24250,410.7,160.7,155.57,14713,29494,-14781,88241,19298.79202,19298.79202,23815.85,OPTIDXNIFTY12-05-2026PE24250,OPTIDX,-50.12
SR,NIFTY,Index Options,12-May-2026,Put,24050,226,76.5,195.42,11395,26003,-14608,1019954,116782.18311,116782.18311,23815.85,OPTIDXNIFTY12-05-2026PE24050,OPTIDX,-56.18
SR,NIFTY,Index Options,12-May-2026,Put,23950,150.45,49.9,201.5,32536,46126,-13590,5198801,392158.55643,392158.55643,23815.85,OPTIDXNIFTY12-05-2026PE23950,OPTIDX,-29.46
SR,NIFTY,Index Options,12-May-2026,Put,24400,557.85,253.95,119.67,9386,22672,-13286,62161,19425.34358,19425.34358,23815.85,OPTIDXNIFTY12-05-2026PE24400,OPTIDX,-58.6
SR,NIFTY,Index Options,12-May-2026,Put,24500,656.8,326.95,100.89,10428,19543,-9115,53608,20134.60191,20134.60191,23815.85,OPTIDXNIFTY12-05-2026PE24500,OPTIDX,-46.64
SR,NIFTY,Index Options,26-May-2026,Put,26000,2131,1744.95,22.12,24818,29941,-5123,6614,8755.89098,8755.89098,23815.85,OPTIDXNIFTY26-05-2026PE26000,OPTIDX,-17.11
SR,NIFTY,Index Options,12-May-2026,Put,24350,507.3,219.7,130.91,7422,11465,-4043,31232,8658.4942,8658.4942,23815.85,OPTIDXNIFTY12-05-2026PE24350,OPTIDX,-35.26
SR,BANKNIFTY,Index Options,26-May-2026,Put,50000,65.6,33.85,93.8,22905,26668,-3763,51703,958.2634,958.2634,54439.9,OPTIDXBANKNIFTY26-05-2026PE50000,OPTIDX,-14.11
SR,NIFTY,Index Options,12-May-2026,Call,26550,0.5,0.45,11.11,5883,9404,-3521,24347,6.48847,6.48847,23815.85,OPTIDXNIFTY12-05-2026CE26550,OPTIDX,-37.44
SR,NIFTY,Index Options,26-May-2026,Put,23500,201.65,105,92.05,55927,59172,-3245,62071,7465.65159,7465.65159,23815.85,OPTIDXNIFTY26-05-2026PE23500,OPTIDX,-5.48
SR,NIFTY,Index Options,12-May-2026,Put,25000,1156.15,783.3,47.6,5306,8325,-3019,5379,3754.03099,3754.03099,23815.85,OPTIDXNIFTY12-05-2026PE25000,OPTIDX,-36.26
SR,BANKNIFTY,Index Options,26-May-2026,Put,56000,1793.65,1156.1,55.15,25349,28209,-2860,17565,8742.41667,8742.41667,54439.9,OPTIDXBANKNIFTY26-05-2026PE56000,OPTIDX,-10.14
SR,IDEA,Stock Futures,26-May-2026,-,0,12.27,11.3,8.58,86827,89378,-2551,25316,217859.11644,217859.11644,12.19,FUTSTKIDEA26-05-2026XX0,FUTSTK,-2.85
SR,DIXON,Stock Futures,26-May-2026,-,0,10806,10789,0.16,63680,65786,-2106,13522,73191.07028,73191.07028,10781,FUTSTKDIXON26-05-2026XX0,FUTSTK,-3.2
SR,NIFTY,Index Options,26-May-2026,Put,24200,531.95,316.45,68.1,29000,31018,-2018,18186,5709.96753,5709.96753,23815.85,OPTIDXNIFTY26-05-2026PE24200,OPTIDX,-6.51
SR,NIFTY,Index Options,19-May-2026,Put,24300,525.35,293.4,79.06,7516,9482,-1966,12969,3988.66782,3988.66782,23815.85,OPTIDXNIFTY19-05-2026PE24300,OPTIDX,-20.73
SR,BANKNIFTY,Index Options,26-May-2026,Put,55500,1460.4,906.75,61.06,11603,13447,-1844,21516,8550.8672,8550.8672,54439.9,OPTIDXBANKNIFTY26-05-2026PE55500,OPTIDX,-13.71
SR,NIFTY,Index Options,19-May-2026,Put,24200,457.2,242.7,88.38,13024,14851,-1827,23572,6225.70699,6225.70699,23815.85,OPTIDXNIFTY19-05-2026PE24200,OPTIDX,-12.3
SR,BANKNIFTY,Index Options,26-May-2026,Put,60000,5393.05,4481.1,20.35,33511,35338,-1827,2396,3710.86969,3710.86969,54439.9,OPTIDXBANKNIFTY26-05-2026PE60000,OPTIDX,-5.17
SR,NIFTY,Index Options,26-May-2026,Put,24150,497.95,295.65,68.43,2807,4593,-1786,4879,1440.0466,1440.0466,23815.85,OPTIDXNIFTY26-05-2026PE24150,OPTIDX,-38.89
