symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
TATACONSUM,44532,31580,12952,41.01,291462,136513.71365,190221505683,174470.33048,37956.61683,1270
ABB,53520,40470,13050,32.25,161674,183177.49956,119323169166,207511.56622,24334.06666,6348
KALYANKJIL,64195,50238,13957,27.78,147082,80374.30641,62944478414,96531.71806,16157.41164,385
TITAN,115520,92228,23292,25.25,482681,237560.49415,342236678336,287069.59001,49509.09586,4200
UPL,35244,28452,6792,23.87,118711,116840.51708,99062934943,140224.79651,23384.27943,669
SBIN,449552,368829,80723,21.89,699089,398625.8535,504475415017,456600.90367,57975.05017,974
LUPIN,57065,47878,9187,19.19,92704,91533.63839,84697340104,103013.90443,11480.26604,2243
NIFTY,9338221,7843342,1494879,19.06,137949317,1331981.33309,215583017083855,7291083.27415,5959101.94105,23815
INDHOTEL,40125,34067,6058,17.78,48548,44576.3039,28617268570,50260.1896,5683.8857,664
FORTIS,19313,16546,2767,16.72,22489,24145.87729,15027042563,27323.93792,3178.06063,976
TORNTPHARM,29923,25916,4007,15.46,58895,32763.71276,30774518522,37862.08548,5098.37272,4518
DALBHARAT,21509,18664,2845,15.24,22755,30871.61658,10765478451,33426.27609,2554.65951,1782
JSWENERGY,39112,34135,4977,14.58,41613,34861.04025,20586772051,39647.27576,4786.23551,558
BHARTIARTL,203615,178914,24701,13.81,152929,199918.29839,113036312271,215162.01611,15243.71771,1764
CANBK,65740,58127,7613,13.1,141795,228904.272,108639595912,252550.53112,23646.25912,130
CIPLA,69826,62007,7819,12.61,64944,50304.9193,28033046407,55353.20838,5048.28907,1305
SIEMENS,30109,26965,3144,11.66,35152,50990.72391,17913018653,55191.87294,4201.14903,3589
NUVAMA,11809,10598,1211,11.43,16515,18849.78295,11666580225,21875.0852,3025.30225,1605
AMBER,35141,31759,3382,10.65,23132,46119.11373,15789182657,50659.2403,4540.12657,8552
MCX,39599,35993,3606,10.02,120958,233100.75884,221689822027,287624.67912,54523.92027,3187
KAYNES,54690,49907,4783,9.58,38269,42493.58197,13305271099,46608.44296,4114.86099,4371
SUNPHARMA,142757,131016,11741,8.96,103720,58017.98005,63197932094,66997.651,8979.67094,1875
BANKINDIA,23231,21427,1804,8.42,53011,61873.1542,34862334052,69961.10472,8087.95052,144
UNOMINDA,13628,12598,1030,8.18,8161,8551.32971,4378930880,9331.84851,780.5188,1175
NIFTYNXT50,1116,1039,77,7.41,654,4174.33676,754270519,4267.36695,93.03019,70297
MAXHEALTH,35985,33506,2479,7.4,39649,33319.23735,18740223673,37517.68408,4198.44673,1040
MANAPPURAM,24784,23082,1702,7.37,11147,22329.8244,8171897250,23789.1969,1459.3725,306
BRITANNIA,62516,58333,4183,7.17,44719,31462.77667,28506808331,34254.35998,2791.58331,5410
LAURUSLABS,40288,37665,2623,6.96,49250,54945.83268,48114178957,64220.57725,9274.74457,1270
LICHSGFIN,44510,41637,2873,6.9,24121,38232.2391,10650501640,40339.1555,2106.9164,588
SUPREMEIND,22266,20857,1409,6.76,8811,5665.79205,5426249335,6144.66041,478.86835,3628
NBCC,20380,19101,1279,6.7,9636,19817.4678,4359098120,20829.874,1012.4062,95
SONACOMS,20804,19514,1290,6.61,22127,40218.61861,12469314359,43042.5147,2823.89609,595
INDIGO,103702,97424,6278,6.44,95159,64821.213,57081077158,76634.63458,11813.42158,4309
MANKIND,26881,25263,1618,6.4,9454,15632.57359,3766151013,16383.50873,750.93513,2458
DRREDDY,65408,61484,3924,6.38,37952,54569.16737,25853964500,59494.81237,4925.645,1282
INDIANB,27120,25499,1621,6.36,12001,20281.9263,8585234680,21733.3731,1451.4468,841
HEROMOTOCO,63051,59361,3690,6.22,57548,39524.5957,42597231864,44937.56434,5412.96864,5230
360ONE,14662,13822,840,6.08,5802,11392.25815,2197598710,11781.94525,389.6871,1113
HDFCAMC,29362,27680,1682,6.08,11993,30577.02204,7144399485,31637.41689,1060.39485,2750
CDSL,55449,52292,3157,6.04,25570,26156.42619,13108952387,28467.94006,2311.51387,1229
ASHOKLEY,59850,56589,3261,5.76,43047,63256.311,30660281550,68970.1265,5713.8155,161
BIOCON,28245,26756,1489,5.57,63585,62300.0385,57215580950,72842.723,10542.6845,392
ZYDUSLIFE,18162,17205,957,5.56,13479,20481.17265,9781658028,22198.99293,1717.82028,960
IEX,41706,39528,2178,5.51,50625,22044.12429,24059005635,26259.13314,4215.00885,131
BANKBARODA,71319,67638,3681,5.44,75767,95187.63296,51242704402,105193.64261,10006.00965,266
APOLLOHOSP,31627,30039,1588,5.29,35235,29777.5725,33706279818,35472.30818,5694.73568,8079
APLAPOLLO,26770,25426,1344,5.29,8614,10143.41132,5035410800,10983.36932,839.958,1953
OBEROIRLTY,28200,26797,1403,5.24,22236,18636.80343,11616283801,20605.07144,1968.26801,1632
NTPC,127310,121232,6078,5.01,71173,45823.40115,39229365585,50399.1195,4575.71835,392
VOLTAS,59026,56246,2780,4.94,24277,28778.16945,9691674746,30858.69191,2080.52246,1305
GRASIM,73183,69752,3431,4.92,24936,37546.96637,15195521595,39911.38232,2364.41595,2983
BANKNIFTY,1171981,1117450,54531,4.88,2532822,556149.41865,4178050458135,970267.26,414117.84135,54439
LICI,32086,30603,1483,4.85,11069,13140.03327,5071515113,13962.0894,822.05613,798
SWIGGY,52664,50252,2412,4.8,45740,40973.81359,12507143259,43733.90118,2760.08759,263
BPCL,56045,53488,2557,4.78,23182,18423.22423,12319069136,21297.11309,2873.88886,294
MAZDOCK,59013,56324,2689,4.77,33218,27444.92799,15286426600,30447.79399,3002.866,2565
ASIANPAINT,95321,90978,4343,4.77,77844,71796.30465,43745566950,78588.97415,6792.6695,2568
ABCAPITAL,22704,21684,1020,4.7,13963,35385.47173,12358006687,37758.4836,2373.01187,353
RELIANCE,386807,369533,17274,4.67,283678,170796.4065,186256971180,190965.0183,20168.6118,1385
SAIL,49599,47390,2209,4.66,7985,39720.98874,2976774234,40324.99608,604.00734,180
DLF,75787,72450,3337,4.61,31919,19750.34367,14136368078,22080.32196,2329.97828,590
GODREJCP,45566,43628,1938,4.44,35261,32311.7289,15398819875,34610.42765,2298.69875,1009
IREDA,24370,23367,1003,4.29,5912,7753.56185,2026784962,8143.43047,389.86862,130
DIVISLAB,38724,37201,1523,4.09,15530,11427.17648,9625069221,13015.71869,1588.54221,6710
