symbol,shortName,price,changePct,volume
UI,Ubiquiti Inc.,738.61,-12.29,266193
IREN,IREN LIMITED,55.15,-9.89,108393609
WK,Workiva Inc.,46.42,-9.5,1434118
ELF,"e.l.f. Beauty, Inc.",55.19,-9.32,6355035
LEGN,Legend Biotech Corporation,25.58,-9.03,3043719
WHR,Whirlpool Corporation,41.08,-8.63,7104630
CTRA,Coterra Energy Inc.,32.56,-8.62,73317709
FUN,Six Flags Entertainment Corpora,20.15,-8.45,1586899
DBX,"Dropbox, Inc.",26.49,-8.34,8364320
ELAN,Elanco Animal Health Incorporat,21.72,-8.16,8234087
AVPT,"AvePoint, Inc.",10.47,-8.16,2924116
ALRM,"Alarm.com Holdings, Inc.",43.72,-8.15,595112
CALY,Callaway Golf Company,16.11,-8.05,3339663
SHAK,"Shake Shack, Inc.",64.5,-8.04,6131551
OLLI,Ollie's Bargain Outlet Holdings,75.73,-7.88,1900465
