symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
SBIN,SBINEQN,974.9,-4.36,46927396,46927396,46016535243.64,1019.3,16-May-2025,,1234.7,755.5,-44.4,1007,973.6,1007,971.1,2026-05-11 16:00:28
HDFCBANK,HDFCBANKEQN,766.25,-1.87,41123422,41123422,31632136202.4,780.85,19-Jun-2026,,1020.5,726.65,-14.6,771.95,763.65,774.85,761.9,2026-05-11 16:00:28
BHARTIARTL,BHARTIARTLEQN,1764.9,-3.79,15803791,15803791,27978083358.94,1834.5,18-Jul-2025,,2174.5,1746.9,-69.6,1814,1759.8,1819.8,1756,2026-05-11 16:00:28
TITAN,TITANEQN,4200,-6.85,5925166,5925166,25025353362.62,4509,08-Jul-2025,,4605,3303.1,-309,4350.4,4205.6,4379.5,4150.1,2026-05-11 16:00:28
ICICIBANK,ICICIBANKEQN,1267.2,0.19,18980488,18980488,24065930149.84,1264.8,12-Aug-2025,,1500,1187.6,2.4,1259.4,1266.4,1275.7,1252,2026-05-11 16:00:28
TATACONSUM,TATACONSUMEQN,1270.9,8.05,19203071,19203071,23858663533.24,1176.2,29-May-2025,,1279.4,1007.2,94.7,1202.2,1271,1279.4,1200,2026-05-11 16:00:28
IDEA,IDEAEQN,12.19,8.45,1860835451,1860835451,22423067184.55,11.24,20-Aug-2024,,12.8,6.12,0.95,11.24,12.18,12.43,11.2,2026-05-11 16:00:28
RELIANCE,RELIANCEEQN,1385.3,-3.48,15261787,15261787,21408929567.86,1435.2,14-Aug-2025,,1611.8,1290,-49.9,1420,1388.2,1428,1382,2026-05-11 16:00:28
MCX,MCXEQN,3187,2.88,6246307,6246307,19731396719.23,3097.8,02-Jan-2026,,3219.6,1120,89.2,3120,3187.9,3219.6,3042.5,2026-05-11 16:00:28
BSE,BSEEQN,3918.1,0.27,4662297,4662297,18208227949.74,3907.4,23-May-2025,,3994,2021.5,10.7,3891,3918,3945,3845.2,2026-05-11 16:00:28
HFCL,HFCLEQN,149.41,5.85,112674256,112674256,16671282917.76,141.15,08-Sep-2025,,151.8,59.82,8.26,139.3,148.46,151.8,137.65,2026-05-11 16:00:28
ABB,ABBEQN,6348,-9.48,2419336,2419336,15536491924.8,7012.5,30-Apr-2026,,7822.5,4637.5,-664.5,6662,6387.5,6687,6323.5,2026-05-11 16:00:28
AFFLE,AFFLEEQN,1642,9.01,8858170,8858170,14557250832.9,1506.3,07-Oct-2021,,2185.9,1251.3,135.7,1545,1637.5,1686,1486.2,2026-05-11 16:00:28
RAIN,RAINEQN,163.95,14,87614701,87614701,14317994437.42,143.82,13-Aug-2025,,176,99.9,20.13,154.8,163.81,169,153.2,2026-05-11 16:00:28
ATHERENERG,ATHERENERGEQN,963,5.24,13473062,13473062,12987088653.66,915.05,,,989.4,295.65,47.95,920,969.45,989.4,919,2026-05-11 16:00:28
SCI,SCIEQN,342,0.87,36382631,36382631,12680074556.12,339.05,17-Feb-2026,,368.75,158.06,2.95,337.05,340.65,368.75,334.4,2026-05-11 16:00:28
KALYANKJIL,KALYANKJILEQN,385.9,-9.1,31776601,31776601,12341714062.39,424.55,04-Sep-2025,,617.7,347.5,-38.65,411,385.2,411,382.1,2026-05-11 16:00:28
JBMA,JBMAEQN,684,5.25,15067166,15067166,10294189154.52,649.9,26-Aug-2025,,790,477,34.1,659,681.65,697.9,653.1,2026-05-11 16:00:28
QUICKHEAL,QUICKHEALEQN,213.3,-0.56,43004210,43004210,9832912616.5,214.51,30-Aug-2024,,416.7,125,-1.21,230.95,214.24,243.25,209,2026-05-11 16:00:28
HSCL,HSCLEQN,615,-3.55,15397336,15397336,9544038719.6,637.65,23-May-2025,,654.45,410.2,-22.65,631.95,615.95,632,609.2,2026-05-11 16:00:28
