symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
LENSKART,LENSKARTEQN,685.3,-3.1,44904580,44904580,30719672223.8,707.2,-,,725,356.1,-21.9,687.9,683.85,698.3,682.1,2026-09-21 16:00:28
HDFCBANK,HDFCBANKEQN,739.5,1.16,35482683,35482683,26223831697.98,731,19-Jun-2026,,1020.5,681.9,8.5,731,739.5,742.65,729.05,2026-09-21 16:00:28
GLASSWALL,GLASSWALLEQN,300.7,11.57,77218755,77218755,21746345783.1,269.51,-,,305.39,185.2,31.19,274.38,295.21,305.39,261.66,2026-09-21 16:00:28
BSE,BSEEQN,3161,-3.23,6738927,6738927,21285911768.55,3266.4,10-Jul-2026,,4446.8,2021.5,-105.4,3258,3161,3258,3085.1,2026-09-21 16:00:28
BHARTIARTL,BHARTIARTLEQN,1830.2,-3.33,9716580,9716580,17814280606.2,1893.3,24-Jul-2026,,2174.5,1740.5,-63.1,1854.8,1830.2,1854.8,1822,2026-09-21 16:00:28
CUPID,CUPIDEQN,251,-5.28,51831010,51831010,13233493473.2,265,09-Mar-2026,,299,41.14,-14,266.3,251.3,271.3,246.45,2026-09-21 16:00:28
RELIANCE,RELIANCEEQN,1247.4,1.71,10007218,10007218,12417556527.48,1226.4,05-Jun-2026,,1611.8,1226.4,21,1234.1,1247.4,1249.1,1232.5,2026-09-21 16:00:28
JPPOWER,JPPOWEREQN,16.51,7.42,587859403,587859403,9899552346.52,15.37,26-Aug-2024,,24.5,13.15,1.14,16.05,16.48,17.49,16.05,2026-09-21 16:00:28
TEGA,TEGAEQN,2135.6,9.91,4580597,4580597,9577203819.54,1943,11-Sep-2026,,2149,1473,192.6,1950,2129,2149,1933.3,2026-09-21 16:00:28
KANOHAR,KANOHAREQN,873,10.96,11408025,11408025,9524445992.25,786.8,-,,884.95,685.1,86.2,784.05,866.95,881.8,763,2026-09-21 16:00:28
SAMBHV,SAMBHVEQN,154.93,4.99,59833915,59833915,9323918974.45,147.57,-,,161.63,81.42,7.36,151.1,155.13,161.63,148.4,2026-09-21 16:00:28
PAYTM,PAYTMEQN,1810,-2.16,5052267,5052267,9164711292.66,1849.9,-,,1855.5,930.6,-39.9,1823,1810,1829.3,1792,2026-09-21 16:00:28
PATANJALI,PATANJALIEQN,396.2,7.96,23162107,23162107,9042023330.66,367,21-Aug-2026,,614.9,328.2,29.2,369,396.2,400.45,365.25,2026-09-21 16:00:28
JASH,JASHEQN,580.9,11.47,14684581,14684581,8529832565.47,521.15,16-Sep-2026,,596.9,327.1,59.75,551,575.9,596.9,541,2026-09-21 16:00:28
ICICIBANK,ICICIBANKEQN,1345,0.46,5705598,5705598,7671233566.98,1338.9,03-Aug-2026,,1480,1187.6,6.1,1347.8,1345,1352,1340.4,2026-09-21 16:00:28
ANURAS,ANURASEQN,1150.7,-4.72,6030650,6030650,7058574292.5,1207.7,18-Sep-2026,,1415,1045.2,-57,1200,1160.8,1208.9,1150.1,2026-09-21 16:00:28
RAYMOND,RAYMONDEQN,1093,11.76,6712338,6712338,7042115165.94,978,14-May-2025,,1122,320,115,978,1084.95,1120,969.95,2026-09-21 16:00:28
WELCORP,WELCORPEQN,2755,3.57,2544698,2544698,6936083338.6,2660.1,30-Jun-2026,,2797.6,710,94.9,2758,2762.7,2797.6,2666.2,2026-09-21 16:00:28
RATNAVEER,RATNAVEEREQN,334,11.61,20650744,20650744,6770759435.28,299.25,25-Aug-2026,,338,130.5,34.75,302,334.55,338,296.9,2026-09-21 16:00:28
ETERNAL,ETERNALEQN,335.9,2.77,20274532,20274532,6751621901.32,326.85,-,,368.45,212.6,9.05,326.85,335.9,336.5,326.85,2026-09-21 16:00:28
