symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DIACABS,EQ,305.8,10.65,   3.61,5,309.9,298.1,309.9,115.57,82.09562,250.40806012399997
STLTECH,BE,555,-9.15,  -1.62,5,592.35,548,679.9,84.6,38.15968,221.12008172800003
PYRAMID,EQ,197.05,32.84,  20.00,20,197.05,165.01,197.05,131.8,45.61988,87.603855564
E2E,EQ,542.5,25.8,   4.99,5,542.5,534,542.5,183.36,4.29556,23.178412204
SIGMAADV,BE,549.15,26.15,   5.00,5,549.15,547,638.1,105,2.63149,14.430301712999999
VIDYAWIRES,EQ,91,2.46,   2.78,5,92.96,88.62,117.35,42.51,13.98257,12.806635863
OPTIVALUE,SM,118.95,19.8,  19.97,20,118.95,104,118.95,56.05,10.736,12.3324432
FAIRCHEMOR,BE,806.5,38.4,   5.00,5,806.5,748.05,954,428.05,1.41631,11.349175292
GALLANTT,EQ,547.25,26.05,   5.00,5,547.25,522,948,496.25,1.76732,9.594957012
JAYBARMARU,EQ,169.42,8.06,   5.00,5,169.42,161,207,71.01,4.30679,7.124722697
MON100,EQ,322.11,-6.04,  -1.84,20,322.11,322.11,342.55,197.81,2.02173,6.512194503
KECL,EQ,137.33,12.48,  10.00,10,137.33,126.9,148,75.47,4.18474,5.655257636
DEEDEV,BE,686.1,32.65,   5.00,5,686.1,653.45,760,183,0.58774,3.998277672
BLUEWATER,ST,446.25,21.25,   5.00,5,446.25,420.1,446.25,128,0.9,3.98682
MAFANG,EQ,192.54,-3.59,  -1.83,20,192.54,192.54,208.38,148.67,2.0103,3.87063162
KODYTECH,SM,1345.3,122.3,  10.00,10,1345.3,1257,1345.3,556.05,0.247,3.2427889
SAHASRA,ST,326.55,15.55,   5.00,5,326.55,304.05,373,188.35,0.884,2.8821936
OCCLLTD,BE,152.2,7.24,   4.99,5,152.2,145.99,159.42,75.71,1.51676,2.29485788
E2ERAIL,ST,275,12.95,   4.94,5,275.15,260,347.1,171,0.76,2.060892
IFBAGRO,BE,1044.55,49.7,   5.00,5,1044.55,991,1790,679.15,0.18606,1.925572152
MAHKTECH,EQ,23.31,0.15,   0.65,20,23.31,23.08,35.59,21,7.41183,1.726215207
SHIVALIK,BE,266,12.24,   4.82,5,266.44,256,651,206.4,0.59576,1.553801656
VIVIANA,BE,732.3,34.85,   5.00,5,732.3,702.5,1162.5,565,0.18357,1.335251466
VPRPL,BE,28.3,0.3,   1.07,5,29.4,27.3,185.8,23.94,4.64923,1.3227059349999999
SALSTEEL,BE,59.54,2.83,   4.99,5,59.54,58,65.5,14.37,1.97903,1.176533335
MONQ50,EQ,142.17,-0.28,  -0.20,20,142.17,142,147.24,77.21,0.78667,1.118330072
HEXATRADEX,EQ,158.35,3.31,   2.13,10,170.54,155.1,194.89,147.26,0.66117,1.0956909240000001
FORCAS,ST,181.15,8.6,   4.98,5,181.15,175,181.15,91.5,0.56,1.002176
BIKEWO,ST,62.2,2.95,   4.98,5,62.2,59,64.3,13.65,1.46,0.900382
GULFPETRO,BE,45.44,2.16,   4.99,5,45.44,45.44,45.44,23.25,1.93586,0.879654784
IPHL,SM,66,11,  20.00,20,66,57,78.25,46.1,1.38,0.879612
MERCURYEV,EQ,36.25,1.14,   3.25,5,36.86,34.4,38.49,30.16,2.24878,0.8050632400000001
SUNLITE,ST,445.7,21.2,   4.99,5,445.7,421.4,583.55,142.2,0.162,0.7139016
RBS,SM,75.6,1.35,   1.82,10,81.65,74.3,139,58.8,0.896,0.7099008
FILATFASH,BE,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,350.66145,0.63119061
VMOBILE,SM,67.7,3.2,   4.96,5,67.7,63.85,155,63.85,0.936,0.619164
SICALLOG,EQ,101.92,4.85,   5.00,5,101.92,97.1,103.37,60.11,0.52165,0.52644918
BHARATGEAR,BE,127.48,6.07,   5.00,5,127.48,120.01,154.2,83.8,0.38845,0.48684438499999994
MASPTOP50,EQ,78.09,-1.44,  -1.81,20,78.09,78.09,82.78,57.06,0.54798,0.427917582
NIRMAN,SM,42,3.7,   9.66,10,42.1,38.3,231,38,0.99,0.415305
PRIMECAB,ST,183.75,8.75,   5.00,5,183.75,180,193.5,70.4,0.192,0.3500736
UTKAL,SM,40.25,1.9,   4.95,5,40.25,38.6,66,22.6,0.78,0.313092
TECHLABS,ST,127,0.55,   0.43,5,132.75,126.55,660,105,0.2225,0.28962825
BLACKROSE,BE,100.77,4.79,   4.99,5,100.77,95.98,129.9,80.05,0.21754,0.21632177599999997
OMFURN,ST,56.6,2.65,   4.91,5,56.6,55.25,140,38,0.384,0.2154624
ADDICTIVE,SM,42,2,   5.00,5,42,41,160,37.15,0.495,0.2077515
SRIVASAVI,ST,82.2,3.9,   4.98,5,82.2,81.8,98,39,0.25,0.2054
PSRAJ,ST,90.5,4.2,   4.87,5,90.6,85,90.6,27.7,0.225,0.20097
RCOM,BE,0.83,0.01,   1.22,5,0.86,0.82,1.9,0.75,23.32156,0.193568948
SILKFLEX,ST,197.9,9.4,   4.99,5,197.9,185,232.5,76,0.1,0.19226
PPSL,SM,3.2,0.5,  18.52,20,3.2,2.85,21,2.1,5.94,0.186516
MUNISH,ST,77.7,3.7,   5.00,5,77.7,77,143,50.2,0.228,0.176814
VARDHACRLC,BE,44.04,2.09,   4.98,5,44.04,41.8,52.68,27.01,0.38088,0.165911328
MARALOVER,BE,58.8,2.8,   5.00,5,58.8,56.05,74.93,34.11,0.28139,0.163346895
GSLSU,EQ,29.41,1.4,   5.00,5,29.41,28.85,139.67,23.06,0.4377,0.1286838
DHARAN,BZ,0.16,0.01,   6.67,5,0.16,0.15,0.61,0.11,79.08744,0.11863116000000001
SLONE,ST,128.3,6,   4.91,5,128.4,121.7,371.45,110,0.092,0.115736
CAPTRUST,EQ,15.38,0.73,   4.98,5,15.38,14.43,47.3,10.98,0.76021,0.114411605
AMEYA,SM,107.85,5,   4.86,5,107.95,103.55,128.45,86,0.1,0.10695
CLCIND,BE,56.75,2.7,   5.00,5,56.75,54.05,56.75,8.54,0.18298,0.101810072
NEOCHEM,ST,89.45,4.25,   4.99,5,89.45,89.2,121,63,0.108,0.096498
