symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,196.51,-10.33,-4.99,153410785,154519454,4759668391936
INTC,Intel Corporation,91.67,-0.65,-0.7,132032608,131581550,462383448064
NOK,Nokia Corporation Sponsored,9.28,0.18,1.98,91904048,113242865,51805917184
AAL,"American Airlines Group, Inc.",14.95,0.47,3.28,93183467,109068065,9896450048
T,AT&T Inc.,24.42,0.29,1.2,74229534,60392270,167335264256
ONDS,Ondas Inc,8.02,0.22,2.82,66256580,85091229,4570105856
NU,Nu Holdings Ltd.,14.53,0.44,3.12,63744739,73276731,70186934272
SOFI,"SoFi Technologies, Inc.",16.88,0.42,2.55,66022279,79852160,21652670464
SPCX,Space Exploration Technologies ,113.5,-1.57,-1.36,63388545,119786958,1495270162432
RIG,Transocean Ltd (Switzerland),5.28,-0.07,-1.31,60434212,35949909,5843694592
PLUG,"Plug Power, Inc.",2.06,-0.03,-1.44,57182109,67132452,2873842176
F,Ford Motor Company,14.68,0.31,2.16,54600033,63528508,58495291392
BMNR,"BitMine Immersion Technologies,",17.92,2.13,13.49,61089710,37040606,10809816064
PATH,"UiPath, Inc.",11.62,0.78,7.2,53778633,57138613,6020557312
JOBY,"Joby Aviation, Inc.",7.37,0.44,6.35,52464088,40767416,7249447936
JBLU,JetBlue Airways Corporation,5.43,0.16,3.04,58270638,27815590,2020062464
AMC,"AMC Entertainment Holdings, Inc",2.51,0.24,10.57,48937945,43367622,2240437504
SKHY,SK hynix Inc.,143.02,-11.55,-7.47,49594700,55464754,1015234494464
INFY,Infosys Limited,11.7,0.59,5.31,47792484,20766855,47386443776
GRAB,Grab Holdings Limited,3.35,0.04,1.21,63521761,49837039,13701498880
QBTS,D-Wave Quantum Inc. Common Stock,19.51,1.59,8.87,44167116,30532578,7227385856
MARA,"MARA Holdings, Inc.",11.77,-0.35,-2.89,43083683,45032603,4487554048
SOUN,"SoundHound AI, Inc.",6.41,0.25,4.06,42803664,29748390,2792671488
MU,"Micron Technology, Inc.",900.2,-20.75,-2.25,46860116,52272872,1016679759872
HL,Hecla Mining Company,15.19,0.05,0.33,40966604,27168552,10188121088
