symbol,shortName,price,changePct,volume
BMNR,"BitMine Immersion Technologies,",17.92,13.49,61089710
RHI,Robert Half Inc.,39.74,12.61,3510217
W,Wayfair Inc.,94.53,12.3,3689494
DJT,Trump Media & Technology Group ,9.56,11.68,4888587
SHOP,Shopify Inc.,126.88,11.54,10181217
RNG,"Ringcentral, Inc.",53.7,11.16,4902662
NAVN,"Navan, Inc.",25.78,11.12,3794751
YSS,York Space Systems Inc.,18.87,10.61,692073
RGTI,"Rigetti Computing, Inc.",15.64,10.53,30358965
TEAM,Atlassian Corporation,95.87,10.35,5982289
JBS,JBS N.V.,13.55,10.34,11237456
LIF,"Life360, Inc.",53.83,10.17,471724
ANDG,Andersen Group Inc.,46.94,9.62,868968
WIX,Wix.com Ltd.,56.34,9.59,1588389
IONQ,"IonQ, Inc.",35.92,9.38,28154533
