symbol,shortName,price,changePct,volume
RGC,Regencell Bioscience Holdings L,6.37,-20.67,916622
VICR,Vicor Corporation,282.95,-19.21,1151480
ACLS,"Axcelis Technologies, Inc.",144.5,-18.97,1036186
VECO,Veeco Instruments Inc.,57.49,-18.48,2670445
BELFA,Bel Fuse Inc.,230.16,-18.29,116987
UCTT,"Ultra Clean Holdings, Inc.",106.475,-17.84,2414726
MXL,"MaxLinear, Inc",93.12,-17.15,4932114
AEHR,Aehr Test Systems,69.96,-17.13,3433148
OUST,"Ouster, Inc.",49.84,-16.96,9034821
ACMR,"ACM Research, Inc.",97.77,-16.55,2886063
BELFB,Bel Fuse Inc.,266.94,-16.07,494321
FORM,"FormFactor, Inc.",123.59,-16.0,2101085
SITM,SiTime Corporation,601.66,-14.52,847275
COHU,"Cohu, Inc.",59.27,-14.24,2198999
SNDK,Sandisk Corporation,1745.0,-14.13,16871368
