symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
COHANCE,EQ,457.1,51.85,  12.79,20,486.3,405.95,1121.15,266.7,264.90915,1219.032435555
VOGL,BE,33.5,-1.01,  -2.93,5,36.23,32.8,38,30.42,1232.13411,433.587993309
ORIENTHOT,EQ,141.5,21.17,  17.59,20,144.39,115.8,168.99,80,272.79137,379.671028766
VISL,BE,27.99,1.15,   4.28,5,28.18,27.38,28.18,19.06,1090.77312,306.943555968
VEDPOWER,BE,44.4,1.32,   3.06,5,45.23,43.5,45.23,39,466.59213,209.686503222
POWERICA,EQ,651.25,30.9,   4.98,5,651.35,637,651.35,365.1,13.59895,88.20142980499999
MON100,EQ,333.33,-2.61,  -0.78,20,335.89,332.58,342.55,179.11,15.79121,52.970034824
SIGMAADV,BE,578.85,27.55,   5.00,5,578.85,560,578.85,81.61,3.22691,18.603781532
SUMEETINDS,EQ,27.38,0.26,   0.96,5,28.47,26.75,34.91,10.63,68.38778,18.560443491999997
ANTELOPUS,EQ,795.3,-18.65,  -2.29,5,854.6,785,933.65,357,2.08292,17.251368316
JAYBARMARU,EQ,166.21,2.9,   1.78,5,171.47,162.08,178.89,71.01,10.13983,16.951767794
IBULLSLTD,BE,26.9,-0.39,  -1.43,5,28.65,26.45,28.65,8.9,58.69471,16.000177946
MAFANG,EQ,195.58,0,   0.00,20,195.58,195.58,208.38,132.03,6.34731,12.414068898
ORBTEXP,EQ,249.63,41.6,  20.00,20,249.63,203.85,265,135,4.1439,10.02202215
ZEELEARN,BE,9.72,0.46,   4.97,5,9.72,8.89,10.89,4.17,91.6455,8.8346262
JAIBALAJI,BE,72,0.64,   0.90,5,74.92,71.1,139,53.65,10.17334,7.411278190000001
MODISONLTD,BE,330,-8.25,  -2.44,5,355.15,325.1,362.7,114,2.0273,6.90397015
TEAMTECH,SM,92.5,14.65,  18.82,20,93.4,79,93.4,68.25,7.02,6.225336
VIVIDEL,ST,1390.65,66.2,   5.00,5,1390.65,1321,1390.65,556,0.4224,5.8344844799999995
SWANDEF,BE,2150,47.2,   2.24,5,2207.9,2069.9,2489,197.46,0.21669,4.675173426
UTSSAV,ST,420.75,20,   4.99,5,420.75,420.75,420.75,160.05,1.014,4.266405
