symbol,shortName,price,changePct,volume
MAAS,Maase Inc.,21.24,18.99,680370
QNT,Quantinuum Inc.,77.46,13.46,5539488
INFQ,"Infleqtion, Inc.",15.96,12.32,42255890
QURE,uniQure N.V.,49.04,10.48,3332746
VKTX,"Viking Therapeutics, Inc.",34.81,7.54,6212949
VRNS,"Varonis Systems, Inc.",35.03,7.09,9654419
GWRE,"Guidewire Software, Inc.",109.63,6.76,2215195
LGND,Ligand Pharmaceuticals Incorpor,279.44,6.59,2298168
PAYP,PayPay Corporation - American D,14.61,6.49,1908698
NTSK,"Netskope, Inc.",9.53,6.48,7000417
EWTX,"Edgewise Therapeutics, Inc.",38.83,6.38,964561
WAY,Waystar Holding Corp.,18.41,6.35,3583402
TNET,"TriNet Group, Inc.",45.82,6.31,233524
ENLT,Enlight Renewable Energy Ltd.,90.56,5.96,480318
KFY,Korn Ferry,71.72,5.83,859180
