symbol,shortName,price,changePct,volume
PRIM,Primoris Services Corporation,84.95,-21.59,9595504
FLNC,"Fluence Energy, Inc.",21.21,-15.8,13239388
AXTI,AXT Inc,77.91,-15.72,12788552
AAOI,"Applied Optoelectronics, Inc.",147.44,-13.89,13385196
SNDK,Sandisk Corporation,1963.6,-13.64,12640048
CAMT,Camtek Ltd.,169.39,-13.45,599564
MU,"Micron Technology, Inc.",1051.77,-13.18,58149691
EOSE,"Eos Energy Enterprises, Inc.",6.49,-11.58,20935137
TE,T1 Energy Inc.,9.24,-11.15,30612661
VRT,"Vertiv Holdings, LLC",318.32,-11.07,10250377
ON,ON Semiconductor Corporation,117.06,-11.01,15475565
TSEM,Tower Semiconductor Ltd.,282.65,-10.79,1852681
BW,"Babcock & Wilcox Enterprises, I",15.9,-10.47,2467978
COHR,Coherent Corp.,381.22,-10.4,5909726
ARM,Arm Holdings plc,366.39,-10.14,10889085
