symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
PATANJALI,76134,33850,42284,124.92,366620,216149.24444,126894070356,263893.01175,47743.76731,347
HYUNDAI,31971,23718,8253,34.8,84535,54170.98412,43021154258,62835.3017,8664.31758,2004
TATAELXSI,96481,72706,23775,32.7,224258,108695.702,91628829757,123703.43707,15007.73507,3533
ICICIPRULI,42409,34572,7837,22.67,103319,74312.31219,43627740301,82831.55895,8519.24676,523
NIFTY,6574932,5387358,1187574,22.04,45744267,831335.4753,71847071094413,3643594.11193,2812258.63663,24078
HDFCAMC,41550,34564,6986,20.21,59848,66660.92391,43700271876,75265.77867,8604.85476,2724
ANGELONE,27767,23111,4656,20.15,60970,59055.5485,48127555700,71041.8555,11986.307,344
BLUESTARCO,23864,19986,3878,19.4,28371,10297.9809,15630897704,11641.10795,1343.12704,1750
DELHIVERY,32590,27693,4897,17.68,32130,49702.25069,29562195697,55368.06516,5665.81447,498
MANKIND,22294,19470,2824,14.5,61079,33745.4813,37381505030,41622.2316,7876.7503,2540
ICICIGI,28705,25210,3495,13.86,24329,19665.984,12542865952,21843.59352,2177.60952,1815
UNIONBANK,64512,56962,7550,13.25,194003,269197.25874,126320171046,296727.12234,27529.86359,172
TORNTPHARM,40850,36080,4770,13.22,25962,50385.65492,11164808015,52190.73507,1805.08015,4986
POLYCAB,44415,39271,5144,13.1,67051,89165.3514,72272237077,102964.34717,13798.99577,9300
ABB,44104,39811,4293,10.78,120531,93371.85152,101914674597,112089.16,18717.30847,7230
LT,205773,187403,18370,9.8,101921,91449.92783,61259937357,98180.06891,6730.14107,3793
APOLLOHOSP,38311,34937,3374,9.66,51911,34798.76918,55369712922,41191.96091,6393.19172,8915
OBEROIRLTY,34450,31455,2995,9.52,15930,25015.65398,7768918041,25907.4844,891.83041,1885
ETERNAL,127431,116923,10508,8.99,105276,99328.94429,66645781585,114596.11452,15267.17022,294
NIFTYNXT50,1163,1072,91,8.49,339,2170.76195,414356180,2187.04875,16.2868,72148
BANDHANBNK,50175,46251,3924,8.48,63619,70376.14548,44172130500,82418.64048,12042.495,216
KEI,21650,20032,1618,8.08,9575,23754.06621,6292271804,24896.09675,1142.03054,5101
AXISBANK,172089,160498,11591,7.22,147884,224650.34875,102400792543,241925.27418,17274.92543,1311
TECHM,67611,63171,4440,7.03,41605,79186.44402,29881622862,85244.52864,6058.08462,1502
SBILIFE,34451,32281,2170,6.72,23759,17230.43673,15246830632,19410.44306,2180.00632,1865
TATASTEEL,140726,131889,8837,6.7,50034,44048.99565,22336550060,47939.33375,3890.3381,185
HDFCLIFE,77543,72697,4846,6.67,72501,43973.83375,42110310616,50930.07491,6956.24116,567
VEDL,127345,119527,7818,6.54,55862,28630.81078,15128715083,31515.46411,2884.65333,260
POWERGRID,60764,57099,3665,6.42,21582,14042.37598,10374797848,15174.58446,1132.20848,280
360ONE,18382,17283,1099,6.36,6665,9011.7918,2901173940,9522.1312,510.3394,1102
PAYTM,72115,68115,4000,5.87,47509,73691.84562,41352857044,85939.15107,12247.30544,1388
ADANIPOWER,76354,72181,4173,5.78,43789,73235.22377,28762951964,80108.46717,6873.24339,219
DIVISLAB,80774,76368,4406,5.77,133717,64519.29669,92060386212,76852.00881,12332.71212,7300
COLPAL,29194,27627,1567,5.67,8264,4678.07441,4230914836,5242.44278,564.36836,2011
ADANIGREEN,58545,55427,3118,5.63,27741,53789.4486,21770812230,59347.1709,5557.7223,1564
LICI,32655,31002,1653,5.33,22193,20871.29828,11967227776,22539.74604,1668.44776,439
JSWENERGY,40464,38522,1942,5.04,9599,13980.52442,4481265726,14627.88168,647.35726,550
NAM-INDIA,14827,14140,687,4.86,5227,13375.22337,2601820400,13624.05237,248.829,1192
IREDA,30834,29409,1425,4.85,6743,12380.91132,2647106583,13030.31353,649.4022,121
MIDCPNIFTY,115436,110117,5319,4.83,146719,52294.59169,255694463552,71140.97721,18846.38552,14771
FORTIS,22032,21023,1009,4.8,14336,17419.93323,9374839812,18845.29385,1425.36062,975
HAVELLS,43715,41718,1997,4.79,19105,30977.0457,8545315495,32676.95065,1699.90495,1177
MUTHOOTFIN,40657,38800,1857,4.79,24883,31431.96416,18184228870,34398.57786,2966.6137,3011
CHOLAFIN,34846,33260,1586,4.77,18724,39628.16975,17728762562,42919.79537,3291.62562,1803
HINDUNILVR,122107,116663,5444,4.67,49908,40638.17688,28343070270,44105.57958,3467.4027,2102
KALYANKJIL,111574,106631,4943,4.64,189543,143023.56313,125615165647,191709.77211,48686.20897,544
GRASIM,73843,70583,3260,4.62,30939,29238.63927,22040874282,31248.3821,2009.74282,3083
M&M,160722,153766,6956,4.52,45838,54278.69748,23593735310,58055.59058,3776.8931,3088
HINDALCO,120723,115499,5224,4.52,40438,46473.2149,23424791943,49929.31433,3456.09943,953
FINNIFTY,8231,7891,340,4.31,15672,2412.4707,25183172015,4648.72085,2236.25015,26693
HEROMOTOCO,79279,76030,3249,4.27,48966,39976.94325,32651783332,44090.25157,4113.30832,4880
INDHOTEL,37110,35623,1487,4.17,10186,26238.1018,5070039470,27057.7965,819.6947,742
BHEL,66519,63881,2638,4.13,75500,139544.06891,70926144345,159695.82798,20151.75907,424
NTPC,140139,134612,5527,4.11,37697,36268.81875,16455942900,37827.41025,1558.5915,344
BRITANNIA,30285,29118,1167,4.01,9613,14278.62905,5056214843,14984.96498,706.33593,5317
DLF,85827,82529,3298,4,29728,46641.10557,14442998276,48954.65083,2313.54526,659
SWIGGY,53510,51470,2040,3.96,48610,45325.85129,20064994912,49937.40291,4611.55162,270
VBL,76658,73740,2918,3.96,23783,30375.60981,11658444399,32303.70255,1928.09274,464
CUMMINSIND,32845,31615,1230,3.89,14343,41651.5923,11880702708,43104.61938,1453.02708,5560
PIDILITIND,19762,19033,729,3.83,11773,13024.66785,8179686735,13972.4352,947.76735,1566
SBIN,224205,216190,8015,3.71,251206,190668.12067,178426613632,212199.057,21530.93632,1030
BSE,102395,98736,3659,3.71,64112,55765.94892,44131713342,64002.68234,8236.73342,3753
ICICIBANK,251092,242150,8942,3.69,97056,174145.66162,80228797845,185560.90007,11415.23845,1411
ULTRACEMCO,73672,71080,2592,3.65,70173,40634.42007,38157183735,45744.85742,5110.43735,11830
LTF,49235,47506,1729,3.64,25833,30495.24315,16051320450,32540.83515,2045.592,312
UNOMINDA,14705,14199,506,3.56,8873,7785.09176,5030348471,8735.09648,950.00471,1157
BAJAJ-AUTO,71764,69352,2412,3.48,60984,59554.72482,42104308188,65978.5317,6423.80688,10311
SUZLON,66158,64030,2128,3.32,16868,31108.70588,8953480442,32596.5693,1487.86342,52
GAIL,37010,35849,1161,3.24,11665,16697.11899,5839962822,18096.26096,1399.14197,173
RBLBANK,23915,23174,741,3.2,13071,36599.01049,12467835554,39076.69604,2477.68554,372
UNITDSPR,36770,35641,1129,3.17,13906,17352.35868,6140644672,18477.6054,1125.24672,1373
TMPV,137386,133292,4094,3.07,38129,24934.64368,18845961872,27435.3024,2500.65872,334
IDEA,123106,119659,3447,2.88,29715,64213.06852,24313281939,69111.85066,4898.78214,13
