symbol,regPrice,postPrice,postChange,direction
ASTS,66.31,57.83,-12.79,DOWN
SEZL,188.55,181.33,-3.83,DOWN
GTLB,32.83,32.0,-2.53,DOWN
LCID,5.95,5.82,-2.18,DOWN
