symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
ONDS,Ondas Inc,6.87,0.34,5.29,186157416,76383698,3914791168
AAL,"American Airlines Group, Inc.",15.14,0.16,1.07,165449523,104330837,10013371392
NFLX,"Netflix, Inc.",67.6,-1.35,-1.96,59580599,42296640,284649979904
INTC,Intel Corporation,97.06,2.02,2.13,89273530,134893352,487823540224
NOK,Nokia Corporation Sponsored,10.08,-0.04,-0.4,81085548,113877418,56271945728
AMC,"AMC Entertainment Holdings, Inc",2.46,0.52,26.8,181884068,38876095,2195807488
NU,Nu Holdings Ltd.,13.99,0.4,2.94,156824639,64656636,67578478592
OPEN,Opendoor Technologies Inc,4.445,-0.05,-1.22,82216752,53951137,4288254464
JOBY,"Joby Aviation, Inc.",7.47,0.24,3.32,76805958,38127054,7347812352
SPCX,Space Exploration Technologies ,119.85,-4.14,-3.34,56256348,129761191,1578926342144
T,AT&T Inc.,21.95,0.14,0.64,82390681,54092796,152516034560
SKHY,SK hynix Inc.,151.16,-2.87,-1.86,37251575,73978566,1073016668160
LCID,"Lucid Group, Inc.",7.11,-0.25,-3.4,20913552,20529949,2774725888
IREN,IREN LIMITED,40.2,6.58,19.57,89872144,46823588,14366623744
F,Ford Motor Company,13.99,-0.24,-1.69,39757337,61304593,55745851392
BAC,Bank of America Corporation,60.42,-0.85,-1.39,30720830,35637773,428775997440
MARA,"MARA Holdings, Inc.",11.67,0.98,9.17,60659809,43374609,4449426944
SNAP,Snap Inc.,4.56,0.03,0.66,32994179,43211890,7556654080
GRAB,Grab Holdings Limited,3.62,0.05,1.4,34041113,50212442,14805798912
ATAI,AtaiBeckley Inc.,7.19,-0.03,-0.42,22192646,10357911,2659972352
RKT,"Rocket Companies, Inc.",13.99,-0.55,-3.78,34932462,28197598,39583723520
CRWV,"CoreWeave, Inc.",73.06,-0.15,-0.2,21983744,28973214,39859367936
BBD,Banco Bradesco Sa,3.59,0.05,1.41,29639633,31003352,37948854272
MSFT,Microsoft Corporation,402.29,8.47,2.15,27729614,39555857,2988385239040
PLTR,Palantir Technologies Inc.,134.85,2.47,1.87,30202806,42559467,323277553664
