symbol,shortName,price,changePct,volume
LCID,"Lucid Group, Inc.",7.11,-3.4,20913552
SLS,"SELLAS Life Sciences Group, Inc",12.475,-5.42,7263956
ORKA,"Oruka Therapeutics, Inc.",91.71,-1.07,1339142
DNTH,"Dianthus Therapeutics, Inc.",101.0,-4.36,825115
COAG,"Hemab Therapeutics Holdings, In",49.39,0.2,567774
GLXY,Galaxy Digital Inc.,23.66,9.39,5117484
TRVI,"Trevi Therapeutics, Inc.",16.77,-12.06,2839784
BHVN,Biohaven Ltd.,14.86,-3.76,1784453
VG,"Venture Global, Inc.",14.29,3.55,20419261
NUVB,Nuvation Bio Inc.,6.26,7.93,11154480
IOVA,"Iovance Biotherapeutics, Inc.",5.02,0.4,16278158
AGL,"agilon health, inc.",122.1,-5.96,386979
AXTI,AXT Inc,48.83,6.48,6664774
BETA,"Beta Technologies, Inc.",19.64,10.59,1962621
EROC,"ERock, Inc.",11.78,8.97,1161170
