symbol,shortName,price,changePct,volume
SNEX,StoneX Group Inc.,70.71,-31.34,1385076
CDNS,"Cadence Design Systems, Inc.",329.93,-0.05,2099299
PENG,"Penguin Solutions, Inc.",53.23,-11.89,5886231
BE,Bloom Energy Corporation,197.06,-8.33,17174229
SION,"Sionna Therapeutics, Inc.",45.69,-7.53,800169
AAON,"AAON, Inc.",103.88,-6.77,1359922
NFLX,"Netflix, Inc.",67.6,-1.96,59580599
SEDG,"SolarEdge Technologies, Inc.",48.61,-9.09,2694303
MARA,"MARA Holdings, Inc.",11.67,9.17,60659809
AEHR,Aehr Test Systems,77.36,-4.55,3340033
FIGR,"Figure Technology Solutions, In",30.42,5.01,2782474
AXON,"Axon Enterprise, Inc.",527.48,3.37,816887
RYAAY,Ryanair Holdings plc,58.91,-5.85,2402854
MAAS,Maase Inc.,17.93,-9.26,72202
ALNY,"Alnylam Pharmaceuticals, Inc.",272.67,1.94,1334352
