symbol,shortName,price,changePct,volume
RNG,"Ringcentral, Inc.",48.31,25.09,8430019
THC,Tenet Healthcare Corporation,233.2,17.17,4316007
FRMI,Fermi Inc.,7.4,17.09,38201154
IP,International Paper Company,42.16,11.21,11959693
SW,Smurfit WestRock plc,48.56,11.1,8921201
SLB,SLB Limited,52.42,11.01,26285090
DLR,"Digital Realty Trust, Inc.",199.08,11.01,10741889
SSNC,"SS&C Technologies Holdings, Inc",73.88,10.35,3413766
BAH,Booz Allen Hamilton Holding Cor,72.53,10.11,4282055
OII,"Oceaneering International, Inc.",52.73,9.81,3951050
SAP,SAP  SE,160.0,9.3,5948444
FAF,First American Corporation (New,75.13,8.95,1492270
ENVA,"Enova International, Inc.",237.27,8.94,858568
CLF,Cleveland-Cliffs Inc.,11.93,8.85,69852797
PKG,Packaging Corporation of Americ,254.39,8.76,1241677
