symbol,shortName,price,changePct,volume
MXL,"MaxLinear, Inc",71.59,-21.54,10368639
NBIS,Nebius Group N.V.,187.77,-15.02,23318689
BE,Bloom Energy Corporation,184.89,-14.91,13738726
HIMS,"Hims & Hers Health, Inc.",28.09,-14.2,28334862
AEHR,Aehr Test Systems,76.32,-13.77,2707721
NVCR,NovoCure Limited,17.65,-11.71,3874044
LBRT,Liberty Energy Inc.,17.36,-11.52,12840555
CRWV,"CoreWeave, Inc.",71.88,-11.37,25264700
SNDK,Sandisk Corporation,1436.56,-10.79,13833149
ALAB,"Astera Labs, Inc.",291.58,-10.82,4199152
AXTI,AXT Inc,47.23,-10.77,5705627
AAOI,"Applied Optoelectronics, Inc.",100.15,-10.6,6986130
SEI,"Solaris Energy Infrastructure, ",54.03,-10.52,4215461
POWI,"Power Integrations, Inc.",63.46,-10.46,677667
TSEM,Tower Semiconductor Ltd.,233.37,-10.39,1285280
