symbol,regPrice,postPrice,postChange,direction
DELL,317.05,440.32,38.88,UP
S,18.02,14.8,-17.87,DOWN
SMCI,41.3,46.67,13.0,UP
ORCL,203.7,209.97,3.08,UP
NOW,108.73,111.82,2.84,UP
PATH,11.58,11.26,-2.76,DOWN
ARM,335.27,343.3,2.4,UP
GTLB,27.93,28.58,2.33,UP
