symbol,shortName,price,changePct,volume
SNOW,Snowflake Inc.,239.2,36.48,39341698
BRAI,Braiin Limited,13.66,26.6,1304203
CHRN,ChronoScale Corporation,18.29,23.25,1317284
ONDS,Ondas Inc,13.25,22.69,244087329
AMPX,"Amprius Technologies, Inc.",20.85,21.5,25213178
BTDR,Bitdeer Technologies Group,18.38,18.28,21466644
AVAV,"AeroVironment, Inc.",214.39,18.26,4058639
DLTR,"Dollar Tree, Inc.",113.0,17.87,12828757
ARXS,"Arxis, Inc.",46.83,17.81,2927336
A,"Agilent Technologies, Inc.",135.38,16.87,5539821
BBY,"Best Buy Co., Inc.",74.74,15.8,14294745
ICLR,ICON plc,136.8,15.49,3417852
INFQ,"Infleqtion, Inc.",17.77,14.94,36821106
KTOS,Kratos Defense & Security Solut,65.19,13.77,11088122
UHAL,U-Haul Holding Company,59.05,13.47,792591
