symbol,shortName,price,changePct,volume
PLAB,"Photronics, Inc.",34.02,-36.42,10458775
P,"Everpure, Inc.",73.04,-14.81,11876594
ATS,ATS Corporation,30.43,-13.72,930920
FLY,Firefly Aerospace Inc.,49.37,-13.81,15074215
MANU,Manchester,20.09,-9.59,633016
TBBB,BBB Foods Inc.,32.73,-9.44,2175638
CBRS,Cerebras Systems Inc.,242.59,-9.11,5589063
SYM,Symbotic Inc.,48.81,-8.99,8607941
YSS,York Space Systems Inc.,31.99,-8.89,2684310
SNPS,"Synopsys, Inc.",480.64,-8.61,4701872
VIAV,Viavi Solutions Inc.,48.49,-8.6,8464111
BURL,"Burlington Stores, Inc.",300.52,-7.88,3050266
AESI,Atlas Energy Solutions Inc.,17.02,-6.28,3163227
TRMD,TORM plc,27.96,-6.24,1056959
TSN,"Tyson Foods, Inc.",62.0,-6.09,3726506
