symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
ONDS,Ondas Inc,13.25,2.45,22.69,244087329,74090044,6604981248
NVDA,NVIDIA Corporation,214.25,1.65,0.78,141557394,164714113,5189349146624
NOK,Nokia Corporation Sponsored,15.28,-0.4,-2.55,116168079,91977954,85301116928
F,Ford Motor Company,16.65,0.77,4.85,90844650,57657652,66345132032
PLUG,"Plug Power, Inc.",4.12,-0.02,-0.48,91235083,82374777,5747684352
INTC,Intel Corporation,120.89,-0.88,-0.72,93951500,119861413,607593103360
CZR,"Caesars Entertainment, Inc.",29.08,0.3,1.04,91691516,4426150,5922925056
RDW,Redwire Corporation,25.9,1.9,7.92,80730017,29668198,5151994880
RGTI,"Rigetti Computing, Inc.",27.03,2.41,9.79,85232828,34719672,8984739840
PATH,"UiPath, Inc.",11.58,0.42,3.76,71659026,32087557,6026734592
SOFI,"SoFi Technologies, Inc.",16.97,0.8,4.95,68218122,65076034,21768118272
SMCI,"Super Micro Computer, Inc.",41.3,3.11,8.14,69673329,38748322,24838584320
ACHR,Archer Aviation Inc.,6.81,0.26,3.97,58086292,34789129,5195109888
QBTS,D-Wave Quantum Inc.,29.49,2.01,7.31,51224535,30784547,10924428288
AAL,"American Airlines Group, Inc.",14.65,-0.27,-1.81,55111244,68638949,9689291776
OPEN,Opendoor Technologies Inc,5.07,0.32,6.74,51769553,36705886,4891214848
MRVL,"Marvell Technology, Inc.",204.83,6.13,3.09,52361036,26760106,179339558912
MU,"Micron Technology, Inc.",923.52,-4.89,-0.53,48774823,47563581,1041484939264
AUR,"Aurora Innovation, Inc.",7.07,0.26,3.82,45560953,23568545,13865706496
PLTR,Palantir Technologies Inc.,143.34,10.83,8.17,50190033,46006436,343630708736
IREN,IREN LIMITED,64.05,-3.79,-5.59,46133522,41112886,22890106880
TE,T1 Energy Inc.,10.82,-0.14,-1.28,42037652,23176332,3021716480
HOOD,"Robinhood Markets, Inc.",84.84,8.61,11.29,43527866,28374140,76398845952
BSX,Boston Scientific Corporation,49.11,-1.35,-2.68,44268499,17104378,72994906112
AMZN,"Amazon.com, Inc.",274.0,2.15,0.79,38605367,44797318,2947448045568
