symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
KHC,The Kraft Heinz Company,24.6,0.21,0.86,123763532,14860811,29171265536
SMR,NuScale Power Corporation,8.61,-1.6,-15.67,92048618,31814435,3533453824
INTC,Intel Corporation,102.94,2.62,2.61,86721642,111350287,544151666688
NOK,Nokia Corporation Sponsored,11.13,0.51,4.8,84913194,85938016,62312914944
SPCX,Space Exploration Technologies ,151.21,3.03,2.04,78755857,109648453,1992068956160
ORCL,Oracle Corporation,150.28,-2.66,-1.74,78527486,31512125,432877174784
NVDA,NVIDIA Corporation,218.29,-0.07,-0.03,86818741,132456608,5271048421376
NU,Nu Holdings Ltd.,14.62,-0.4,-2.66,65619960,77118332,70624665600
AAL,"American Airlines Group, Inc.",13.01,0.16,1.25,63527347,100615746,8612229120
BMNR,"BitMine Immersion Technologies,",25.03,0.83,3.43,62602049,38477216,15098756096
GRAB,Grab Holdings Limited,3.05,0.04,1.33,61147471,47040617,12478470144
KVUE,Kenvue Inc.,17.78,-0.01,-0.06,46746588,21311712,34151354368
SMCI,"Super Micro Computer, Inc.",40.1,2.72,7.28,46266671,50640614,25939607552
MARA,"MARA Holdings, Inc.",11.98,0.55,4.81,45199075,47123977,4627865600
AAPL,Apple Inc.,332.27,5.7,1.75,50423955,53861848,4849207869440
T,AT&T Inc.,26.06,0.51,2.0,42817007,60047945,178573164544
PATH,"UiPath, Inc.",13.75,-0.12,-0.87,41699499,70314258,7165886976
ONDS,Ondas Inc,7.23,-0.02,-0.28,41818447,81508632,4131617280
F,Ford Motor Company,13.97,0.09,0.65,39307775,49694572,55706714112
ABEV,Ambev S.A.,3.02,-0.02,-0.66,37929573,28671441,46557790208
CIFR,Cipher Digital Inc.,16.85,0.91,5.71,34201615,30626104,6993267712
HPE,Hewlett Packard Enterprise Comp,62.09,6.87,12.44,38956735,21088698,82422292480
NIO,NIO Inc.,3.69,0.11,3.07,36380868,30048712,9245912064
AUR,"Aurora Innovation, Inc.",6.43,0.1,1.58,33371322,27529316,12886718464
RIG,Transocean Ltd (Switzerland),5.67,-0.1,-1.73,33069582,40688943,6332710400
