symbol,shortName,price,changePct,volume
HPE,Hewlett Packard Enterprise Comp,62.09,12.44,38956735
DELL,Dell Technologies Inc.,567.29,11.98,14366604
VICR,Vicor Corporation,197.91,11.15,737425
BGSI,Boyd Group Services Inc.,90.4,10.85,111463
HTFL,"Heartflow, Inc.",49.88,9.65,2152375
FPS,"Forgent Power Solutions, Inc.",31.82,8.97,9600600
HUT,Hut 8 Corp.,98.6,8.83,5675565
NTAP,"NetApp, Inc.",199.28,8.54,2603748
ON,ON Semiconductor Corporation,76.14,8.51,11279601
HPQ,HP Inc.,35.48,8.4,26507780
IESC,"IES Holdings, Inc.",345.71,8.2,225123
SYNA,Synaptics Incorporated,101.03,8.09,530178
CDW,CDW Corporation,153.79,7.85,1774427
M,Macy's Inc,22.08,7.71,10269863
ALKT,"Alkami Technology, Inc.",20.51,7.61,3337855
