symbol,shortName,price,changePct,volume
SMR,NuScale Power Corporation,8.61,-15.67,92048618
SLS,"SELLAS Life Sciences Group, Inc",11.545,-14.42,14560582
OKLO,Oklo Inc.,36.22,-9.18,22418110
RML,Resolution Minerals Ltd American Depositary Shares,7.76,-9.03,122702
LEU,Centrus Energy Corp.,152.31,-8.18,1100219
QLYS,"Qualys, Inc.",150.28,-6.99,1169875
KAI,Kadant Inc,266.3,-6.96,280465
ALM,Almonty Industries Inc.,15.49,-6.52,11173115
DOCN,"DigitalOcean Holdings, Inc.",122.95,-6.18,2443673
TENB,"Tenable Holdings, Inc.",30.11,-5.99,17054870
RCUS,"Arcus Biosciences, Inc.",24.59,-5.97,4275873
GOSS,"Gossamer Bio, Inc.",10.73,-5.81,472055
XE,"X-Energy, Inc.",14.93,-5.72,8566496
SEDG,"SolarEdge Technologies, Inc.",34.68,-5.63,4913054
IRON,"Disc Medicine, Inc.",70.06,-5.5,620959
