symbol,shortName,price,changePct,volume
RML,Resolution Minerals Ltd American Depositary Shares,8.53,-26.47,276591
NAVN,"Navan, Inc.",20.26,-21.75,19103145
COO,"The Cooper Companies, Inc.",54.17,-14.67,18649062
AEO,"American Eagle Outfitters, Inc.",14.53,-13.97,28366442
AXGN,"AxoGen, Inc.",41.85,-11.47,3763859
TGB,Trekor Metals Limited,8.02,-10.19,5602713
ALM,Almonty Industries Inc.,16.57,-9.6,6156328
RELY,"Remitly Global, Inc.",21.93,-8.89,6936409
FRVO,Fervo Energy Company,15.73,-8.76,6052638
LEU,Centrus Energy Corp.,165.87,-8.61,993976
ERO,Ero Copper Corp.,34.98,-8.55,2051832
PURR,Hyperliquid Strategies Inc,11.01,-8.48,18298666
XE,"X-Energy, Inc.",15.835,-8.26,9159256
RCUS,"Arcus Biosciences, Inc.",26.15,-8.21,2391092
LECO,"Lincoln Electric Holdings, Inc.",251.06,-7.54,886567
